orf_id	contig_id	contig_set	target	orf_start	orf_end	orf_sense	orf_len	sseqid_be	slen_be	pident_be	length_be	rdrp_scan_vir_group	BestHit_phylum	BestHit_class	BestHit_order	BestHit_family	BestHit_genus	BestHit_species	BestHit_pident	suggested_vir_sp	vir_group	vir_sp_seq_ID_v2	phylo_virus_species	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus	ref_suggestions	followup_phylo_group
F1012_NODE_86_length_3331_cov_4.913614_1	F1012_NODE_86_length_3331_cov_4.913614	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	6	3236	FORWARD	3230	QIR30313.1	1079	81	1077	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Plasmopara viticola lesion associated narnavirus 34	81	Plasmopara_viticola_lesion_associated_narnavirus_34	Narnaviridae	Plasmopara_viticola_lesion_associated_narnavirus_34_F1012C86F1012	Plasmopara_viticola_lesion_associated_narnavirus_34	F1012_NODE_86_length_3331_cov_4.913614_F1012_MapVerif_F1012_detect_F1012_round2_F1012_round3_frame3_1	C86	F1012	F1012	phylogenetically related, high RdRp similarity up to ~81% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	17	28	Aedes		other_clades
F1012_NODE_304_length_2419_cov_54.767343_1	F1012_NODE_304_length_2419_cov_54.767343	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2	1975	FORWARD	1973	QGY72580.1	637	96.5	636	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Gammascleroulivirus	Gammascleroulivirus betaplasmoparae	96.5	Plasmopara_viticola_lesion_associated_ourmia_like_virus_50	Botourmiaviridae	Plasmopara_viticola_lesion_associated_ourmia_like_virus_50_F1012C304F1012	Plasmopara_viticola_lesion_associated_ourmia_like_virus_50	F1012_NODE_304_length_2419_cov_54.767343_F1012_round2_F1012_detect_F1012_round2_F1012_round3_frame2_1	C304	F1012	F1012	phylogenetically related, high RdRp aa similarity ~96%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes albopictus	correct	Aedes albopictus	_	cluster28	(+)ssRNA	non-segmented	Lenarviricota	19	28	Aedes		other_clades
F1489_NODE_1734_length_1508_cov_1316.233999_1	F1489_NODE_1734_length_1508_cov_1316.233999	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	34	1455	FORWARD	1421	QFR15908.1	470	71.1	471	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Spodoptera exempta insect virus 1	71.1	Cativeted_virus	Partitiviridae	Cativeted_virus_F1489C1734F1362	Cativeted_virus	F1489_NODE_1734_length_1508_cov_1316.233999_F1489_MapVerif_F1362_detect_F1362_round2_F1362_round3_frame1_1	C1734	F1489	F1362	phylogenetically related, not high enough RdRp aa similarity ~80%	_	Mansonia_uniformis_associated_partiti_like_virus	Anopheles peditaeniatus	correct	Anopheles peditaeniatus	_	cluster1	dsRNA	segmented	Pisuviricota	4	1	Anopheles		other_clades
F1489_NODE_1734_length_1508_cov_1316.233999_1	F1489_NODE_1734_length_1508_cov_1316.233999	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	34	1455	FORWARD	1421	QFR15908.1	470	71.1	471	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Spodoptera exempta insect virus 1	71.1	Cativeted_virus	Partitiviridae	Cativeted_virus_F1489C1734F1489	Cativeted_virus	F1489_NODE_1734_length_1508_cov_1316.233999_F1489_MapVerif_F1489_detect_F1489_round2_F1489_round3_frame1_1	C1734	F1489	F1489	phylogenetically related, not high enough RdRp aa similarity ~80%	_	Mansonia_uniformis_associated_partiti_like_virus	Mansonia uniformis	correct	Mansonia uniformis	_	cluster20	dsRNA	segmented	Pisuviricota	4	20	Mansonia		other_clades
F1352_NODE_69_length_3272_cov_31.923220_3	F1352_NODE_69_length_3272_cov_31.923220	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2777	177	REVERSE	2600	YP_009388588.1	797	85.9	793	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Leshenault partiti-like virus	85.9	Leshenault_partiti_like_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1252_NODE_1_length_3748_cov_16.256702_1	F1252_NODE_1_length_3748_cov_16.256702	N	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	599	2152	FORWARD	1553	QLG97045.1	746	77.4	518	Tolivirales	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Gammacarmovirus	Soybean yellow mottle mosaic virus	77.4	F1252_NODE_1_length_3748_cov_16.256702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1252_NODE_24_length_1618_cov_11.545106_1	F1252_NODE_24_length_1618_cov_11.545106	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2	1567	FORWARD	1565	QKK35392.1	543	74.9	522	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1	74.9	Bullivilm_virus	Partitiviridae	Bullivilm_virus_F1252C24F1252	Bullivilm_virus	F1252_NODE_24_length_1618_cov_11.545106_F1252_MapVerif_F1252_detect_F1252_round2_F1252_round3_frame5_1	C24	F1252	F1252	phylogenetically related, not high enough RdRp aa similarity ~75%	_	Tuol_Kruos_Culex_partiti_like_virus	Culex cinctellus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	dsRNA	segmented	Pisuviricota	4	9	Culex		other_clades
F1193_NODE_250_length_1595_cov_322.071429_1	F1193_NODE_250_length_1595_cov_322.071429	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	1595	3	REVERSE	1592	UOO01005.1	544	84	520	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Black Hawk Lake virus	84	Bryonkle_virus	Partitiviridae	Bryonkle_virus_F1193C250F1193	Bryonkle_virus	F1193_NODE_250_length_1595_cov_322.071429_F1193_MapVerif_F1193_detect_F1193_round2_F1193_round3_frame1_1	C250	F1193	F1193	phylogenetically related, not high enough RdRp aa similarity ~80%	_	Phramaoy_Aedes_partiti_like_virus	Aedes gardneri	mixed cluster, internally divergent	Aedes sp albopictus or gardneri	_	cluster27	dsRNA	segmented	Pisuviricota	4	27	Aedes		other_clades
F1374_NODE_10_length_4991_cov_3607.349271_3	F1374_NODE_10_length_4991_cov_3607.349271	N	ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	3370	1910	REVERSE	1460	YP_009337034.1	470	97	470	Tolivirales	Kitrinoviricota	Tolucaviricetes	Tolivirales	NA	NA	Hubei tombus-like virus 20	97	Hubei_tombus_like_virus_20_subsp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1339_NODE_545_length_2516_cov_6.107680_1	F1339_NODE_545_length_2516_cov_6.107680	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	67	2106	FORWARD	2039	AXE72932.1	587	56.5	589	Ourlivirales	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	Aspergillus fumigatus mitovirus 1	56.5	Doession_virus	Mitoviridae	Doession_virus_F1339C545F1339	Doession_virus	F1339_NODE_545_length_2516_cov_6.107680_F1339_detect_F1339_detect_F1339_round2_F1339_round3_frame1_1	C545	F1339	F1339	phylogenetically related, not high enough RdRp similarity: ~56% aa	using similar threshold to Botourmiaviridae 70%. Also, this seems like actually a Botpourmiaviridae, because of the phylogenetic placement. The closest relative Aspergillus_fumigatus_mitovirus_1 is perhaps just misclassified by mistake. The solution would be to combine Botourmia/Narna/Mitoviridae with Levi as outgroup.	NA	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Lenarviricota	18	26	Aedes		other_clades
F1339_NODE_2128_length_1366_cov_2.616323_1	F1339_NODE_2128_length_1366_cov_2.616323	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	66	1364	FORWARD	1298	AYP71816.1	539	74.4	433	Durnavirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicompacti	74.4	Buquota_virus	Partitiviridae	Buquota_virus_F1339C2128F1339	Buquota_virus	F1339_NODE_2128_length_1366_cov_2.616323_F1339_MapVerif_F1339_detect_F1339_round2_F1339_round3_frame3_1	C2128	F1339	F1339	phylogenetically related, not high enough RdRp aa similarity ~65%	_	Aedes_aegypti_associated_partiti_like_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	dsRNA	segmented	Pisuviricota	4	26	Aedes		other_clades
F1257_NODE_34_length_2521_cov_73.984590_1	F1257_NODE_34_length_2521_cov_73.984590	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	11	1981	FORWARD	1970	UOK20173.1	616	51.3	622	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	Diplodia seriata botourmiavirus 1	51.3	Cludgened_virus	Botourmiaviridae	Cludgened_virus_F1257C34F1257	Cludgened_virus	F1257_NODE_34_length_2521_cov_73.984590_F1257_round2_F1257_detect_F1257_round2_F1257_round3_frame2_1	C34	F1257	F1257	phylogenetically related, not high enough RdRp aa similarity ~49%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex cinctellus	mixed, only 2 samples	Culex sp cinctellus or quinquefasciatus	_	cluster16	(+)ssRNA	non-segmented	Lenarviricota	19	16	Culex		other_clades
F1260_NODE_31_length_2456_cov_5.143274_1	F1260_NODE_31_length_2456_cov_5.143274	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2	1930	FORWARD	1928	UJQ91978.1	645	70.4	641	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	Botourmiaviridae sp.	70.4	Coddhild_virus	Botourmiaviridae	Coddhild_virus_F1260C31F1260	Coddhild_virus	F1260_NODE_31_length_2456_cov_5.143274_F1260_round2_F1260_detect_F1260_round2_F1260_round3_frame2_1	C31	F1260	F1260	phylogenetically related, not high enough RdRp aa similarity ~64%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex gelidus	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13	(+)ssRNA	non-segmented	Lenarviricota	19	13	Culex		other_clades
F1260_NODE_257_length_1441_cov_2.484127_1	F1260_NODE_257_length_1441_cov_2.484127	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2	1441	FORWARD	1439	QNQ74068.1	572	90.6	480	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partiti-like 2	90.6	Plasmopara_viticola_lesion_associated_Partiti_like_2	Partitiviridae	Plasmopara_viticola_lesion_associated_Partiti_like_2_F1260C257F1260	Plasmopara_viticola_lesion_associated_Partiti_like_2	F1260_NODE_257_length_1441_cov_2.484127_F1260_MapVerif_F1260_detect_F1260_round2_F1260_round3_frame2_1	C257	F1260	F1260	phylogenetically related, high RdRp aa similarity ~88%	_	Plasmopara_viticola_lesion_associated_Partiti_like_2	Culex gelidus	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13	dsRNA	segmented	Pisuviricota	4	13	Culex		other_clades
F1204_NODE_1396_length_1577_cov_1375.680026_1	F1204_NODE_1396_length_1577_cov_1375.680026	N	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2	1474	FORWARD	1472	UOO01014.1	475	82.5	475	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Raccoon River virus	82.5	F1204_NODE_1396_length_1577_cov_1375.680026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
F1358_NODE_2309_length_1852_cov_1.580412_1concat2	F1358_NODE_2309_length_1852_cov_1.580412	N	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	956	3	REVERSE	953	QJT93738.1	600	99.3	290	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Erysiphe necator associated narnavirus 6	99.3	Erysiphe_necator_associated_narnavirus_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		other_clades
