#                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
# Date:            Thu Jul 21 16:23:30 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1029_NODE_6432_length_632_cov_1.844021_1 -             0.0025    8.5  23.6    0.0028    8.3  23.6   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta         -          F1029_NODE_6432_length_632_cov_1.844021_1 -              0.025    5.2  13.1     0.029    5.0  13.1   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Levivirales.0.4.fasta          -          F1029_NODE_6432_length_632_cov_1.844021_1 -              0.036    4.9  13.6     0.041    4.7  13.6   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta -          F1029_NODE_6432_length_632_cov_1.844021_1 -               0.05    4.5  22.4     0.067    4.1  22.4   1.2   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1029_NODE_6432_length_632_cov_1.844021_1 -              0.079    3.7  25.0     0.087    3.6  25.0   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -          F1029_NODE_6432_length_632_cov_1.844021_1 -              0.092    3.4  16.8       0.1    3.2  16.8   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta        -          F1029_NODE_6432_length_632_cov_1.844021_1 -               0.13    3.1  14.4      0.14    2.9  14.4   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -          F1029_NODE_6432_length_632_cov_1.844021_1 -               0.63    0.4  21.4      0.76    0.2  21.4   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta -          F1031_NODE_523_length_1733_cov_3.171633_1 -            9.7e-05   13.1  11.0   0.00014   12.6  11.0   1.1   1   0   0   1   1   1   1 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.34.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.34.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/97/48cc1c2ca38d1a671937e723cdaa1e
# Date:            Thu Jul 21 16:23:26 2022
# [ok]
#                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta -          F1360_NODE_15888_length_814_cov_1.599473_1 -            0.00043   11.5   0.0   0.00043   11.5   0.0   1.0   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1360_NODE_20738_length_686_cov_1.464342_1 -                  1   -0.1  19.2       1.2   -0.4  19.2   1.2   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.253.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.253.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/41/7a5e7a6dba17c6ab7187f282c612f3
# Date:            Thu Jul 21 16:23:23 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.81.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.81.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/b9/1c770ac1665cc977318e1a70d3cdfa
# Date:            Thu Jul 21 16:23:20 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta      -          F1186_NODE_283_length_3269_cov_5.986621_1 -                1.8   -1.3  13.2       2.1   -1.5  13.2   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta       -          F1186_NODE_283_length_3269_cov_5.986621_1 -                4.8   -2.1  14.6       5.5   -2.3  14.6   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta -          F1186_NODE_283_length_3269_cov_5.986621_1 -                5.6   -2.1  17.4       7.1   -2.4  17.4   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta -          F1186_NODE_325_length_3129_cov_7.603774_3 -                1.8   -0.8  19.9      0.11    3.1   4.3   2.1   2   0   0   2   2   2   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1186_NODE_325_length_3129_cov_7.603774_3 -                6.9   -2.7  25.3     0.092    3.5   8.9   2.1   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -          F1186_NODE_682_length_2562_cov_12.641005_2 -                9.6   -3.3  18.0      0.15    2.7   9.1   2.1   2   0   0   2   2   2   0 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta -          F1186_NODE_759_length_2477_cov_1.426507_1 -            1.5e-05   15.8   0.1   0.00014   12.7   0.0   2.2   2   0   0   2   2   2   2 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1186_NODE_845_length_2396_cov_4.896198_2 -              0.016    6.0  29.8     0.023    5.5  29.8   1.4   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.129.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.129.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/1e/ec624c02a77cc0543fa500d87820e7
# Date:            Thu Jul 21 16:23:15 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta -          F1560_NODE_10_length_7199_cov_155.988802_1 -            1.4e-83  274.2  24.5   1.4e-83  274.2  24.5   2.3   2   1   0   2   2   2   1 -
Negarnaviricota.ALL_RdRp_Palmdb_0.4.fasta     -          F1560_NODE_10_length_7199_cov_155.988802_1 -            4.1e-73  239.1  20.6   4.1e-73  239.1  20.6   1.9   2   0   0   2   2   2   1 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.429.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.429.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/d5/b9b7ae33957ef69676395dce40ac7b
# Date:            Thu Jul 21 16:23:26 2022
# [ok]
#                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -          F1015_NODE_2719_length_1256_cov_2.269775_1 -              0.054    4.4  12.5     0.067    4.0  12.5   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -          F1015_NODE_3645_length_1108_cov_1.962013_1 -                  6   -2.6  18.1       8.9   -3.2  18.1   1.2   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1015_NODE_3645_length_1108_cov_1.962013_1 -                7.1   -2.9  17.9        12   -3.6  17.9   1.3   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta        -          F1015_NODE_4003_length_1062_cov_1.331678_1 -            1.9e-46  150.9   0.0   2.2e-46  150.7   0.0   1.0   1   0   0   1   1   1   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta               -          F1015_NODE_4003_length_1062_cov_1.331678_1 -            1.9e-42  137.7   0.0   2.1e-42  137.5   0.0   1.0   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1170.Palmdb.0.4.fasta -          F1015_NODE_4003_length_1062_cov_1.331678_1 -            4.2e-42  136.3   0.0   5.2e-42  136.0   0.0   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta -          F1015_NODE_4003_length_1062_cov_1.331678_1 -              1e-20   65.6   0.0   1.3e-20   65.4   0.0   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta          -          F1015_NODE_4003_length_1062_cov_1.331678_1 -            2.9e-08   25.3   0.0   3.4e-08   25.1   0.0   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta         -          F1015_NODE_4003_length_1062_cov_1.331678_1 -            5.4e-06   17.2   0.0   8.1e-06   16.6   0.0   1.2   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1112.Palmdb.0.4.fasta -          F1015_NODE_4003_length_1062_cov_1.331678_1 -              6e-06   17.1   0.0   8.3e-06   16.6   0.0   1.2   1   0   0   1   1   1   1 -
Permutotetraviridae.ALL_RdRp_Palmdb_0.4.fasta        -          F1015_NODE_4003_length_1062_cov_1.331678_1 -            0.00063   10.0   0.0   0.00094    9.4   0.0   1.2   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Chunqiuviricetes.0.4.fasta -          F1015_NODE_4181_length_1038_cov_1.676501_1 -            0.00034   11.1   0.0   0.00045   10.7   0.0   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -          F1015_NODE_4384_length_1013_cov_3.383090_1 -              0.043    4.5  33.9     0.053    4.2  33.9   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta        -          F1015_NODE_4384_length_1013_cov_3.383090_1 -              0.088    3.7  34.7      0.12    3.3  34.7   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta             -          F1015_NODE_5415_length_910_cov_1.858480_1 -             0.0004   11.6  11.4   0.00037   11.7  11.4   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Levivirales.0.4.fasta              -          F1015_NODE_5415_length_910_cov_1.858480_1 -             0.0004   11.4   9.3   0.00036   11.5   9.3   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta           -          F1015_NODE_5415_length_910_cov_1.858480_1 -            0.00041   11.4  11.6   0.00039   11.5  11.6   1.0   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta     -          F1015_NODE_5415_length_910_cov_1.858480_1 -             0.0005   11.0  17.9   0.00046   11.1  17.9   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta     -          F1015_NODE_5415_length_910_cov_1.858480_1 -             0.0019    8.9  17.0     0.002    8.8  17.0   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta             -          F1015_NODE_5415_length_910_cov_1.858480_1 -             0.0026    8.5   9.8    0.0024    8.6   9.8   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta               -          F1015_NODE_5415_length_910_cov_1.858480_1 -             0.0086    6.7  14.6    0.0084    6.7  14.6   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta     -          F1015_NODE_5415_length_910_cov_1.858480_1 -              0.012    6.4  18.3     0.012    6.3  18.3   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta         -          F1015_NODE_5415_length_910_cov_1.858480_1 -              0.012    6.1  16.5     0.012    6.1  16.5   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta           -          F1015_NODE_5415_length_910_cov_1.858480_1 -              0.017    5.5  19.7     0.019    5.4  19.7   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta     -          F1015_NODE_5415_length_910_cov_1.858480_1 -              0.018    5.9  24.0     0.019    5.8  24.0   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta            -          F1015_NODE_5415_length_910_cov_1.858480_1 -              0.024    5.5  15.6     0.025    5.4  15.6   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -          F1015_NODE_5415_length_910_cov_1.858480_1 -               0.35    1.5  19.1      0.41    1.2  19.1   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta     -          F1015_NODE_5415_length_910_cov_1.858480_1 -               0.54    0.9  26.8       0.7    0.6  26.8   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta            -          F1015_NODE_5415_length_910_cov_1.858480_1 -                0.7    0.6  21.0      0.83    0.4  21.0   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta     -          F1015_NODE_5415_length_910_cov_1.858480_1 -                1.2   -0.5  21.9       1.7   -1.0  21.9   1.3   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta        -          F1015_NODE_5415_length_910_cov_1.858480_1 -                1.6   -0.7  23.0         2   -1.0  23.0   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta              -          F1015_NODE_5415_length_910_cov_1.858480_1 -                1.8   -1.0  29.7       2.1   -1.2  29.7   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta           -          F1015_NODE_5415_length_910_cov_1.858480_1 -                  2   -0.8  23.1       2.3   -1.1  23.1   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta     -          F1015_NODE_5415_length_910_cov_1.858480_1 -                  2   -1.0  26.5       2.7   -1.4  26.5   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta          -          F1015_NODE_5415_length_910_cov_1.858480_1 -                2.7   -1.9  24.2       3.3   -2.2  24.2   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta     -          F1015_NODE_5415_length_910_cov_1.858480_1 -                4.8   -2.1  28.7       5.7   -2.4  28.7   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta           -          F1015_NODE_5700_length_883_cov_1.298309_2 -             0.0071    6.7  24.1    0.0077    6.6  24.1   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta     -          F1015_NODE_5700_length_883_cov_1.298309_2 -              0.043    4.5  24.3     0.044    4.4  24.3   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -          F1015_NODE_5700_length_883_cov_1.298309_2 -                1.1   -0.3  17.0       1.3   -0.5  17.0   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta            -          F1015_NODE_5700_length_883_cov_1.298309_2 -                1.7   -0.6  24.6       2.3   -1.0  24.6   1.3   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.19.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.19.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/e1/9b09da70bd7ebc27c93eccbd82f6e7
# Date:            Thu Jul 21 16:23:23 2022
# [ok]
#                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta -          F1275_NODE_444_length_1040_cov_83.256853_1 -              0.023    5.0  10.5     0.031    4.5  10.5   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta -          F1275_NODE_1037_length_773_cov_9.408078_2 -                1.2   -0.3  24.3       1.5   -0.6  24.3   1.1   1   0   0   1   1   1   0 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -          F1275_NODE_1595_length_640_cov_34.545299_1 -            1.5e-14   45.7   0.0   1.8e-14   45.5   0.0   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta        -          F1275_NODE_1595_length_640_cov_34.545299_1 -            1.9e-09   29.1   0.0   1.9e-09   29.1   0.0   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -          F1275_NODE_1595_length_640_cov_34.545299_1 -            1.5e-07   22.5   0.0   2.2e-07   21.9   0.0   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -          F1275_NODE_1595_length_640_cov_34.545299_1 -            1.2e-06   19.5   0.0   1.4e-06   19.2   0.0   1.0   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta  -          F1275_NODE_1595_length_640_cov_34.545299_1 -            8.9e-05   13.5   0.0   0.00011   13.2   0.0   1.0   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -          F1275_NODE_1595_length_640_cov_34.545299_1 -            0.00063   10.7   0.0   0.00069   10.6   0.0   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta -          F1276_NODE_1_length_11166_cov_10233.738097_6 -           1.4e-140  462.3   0.1  3.6e-140  460.9   0.0   1.6   2   0   0   2   2   2   1 -
Negarnaviricota.ALL_RdRp_Palmdb_0.4.fasta       -          F1276_NODE_1_length_11166_cov_10233.738097_6 -            3.4e-90  295.6   0.0   5.2e-90  295.0   0.0   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta         -          F1276_NODE_48_length_2574_cov_4.979754_2 -              2e-91  300.1   2.1   2.6e-91  299.8   2.1   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta  -          F1276_NODE_48_length_2574_cov_4.979754_2 -            3.9e-58  189.8   1.8     5e-58  189.4   1.8   1.1   1   0   0   1   1   1   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta               -          F1276_NODE_48_length_2574_cov_4.979754_2 -              1e-43  141.8   2.3   1.2e-43  141.5   2.3   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta         -          F1276_NODE_48_length_2574_cov_4.979754_2 -            1.1e-24   79.4   2.4   1.3e-24   79.1   2.4   1.1   1   0   0   1   1   1   1 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta            -          F1276_NODE_48_length_2574_cov_4.979754_2 -            1.4e-16   52.3   0.2   2.5e-16   51.5   0.2   1.4   1   1   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta        -          F1276_NODE_48_length_2574_cov_4.979754_2 -            1.5e-13   42.1   1.8   2.1e-13   41.6   1.8   1.4   1   1   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1170.Palmdb.0.4.fasta -          F1276_NODE_48_length_2574_cov_4.979754_2 -            6.7e-12   36.7   0.0   1.6e-11   35.4   0.0   1.6   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta  -          F1276_NODE_48_length_2574_cov_4.979754_2 -            5.4e-10   31.0   0.9   5.4e-10   31.0   0.9   2.0   2   1   0   2   2   2   1 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta     -          F1276_NODE_169_length_1771_cov_43.851981_1 -            5.5e-56  182.7   0.0   5.9e-56  182.6   0.0   1.0   1   0   0   1   1   1   1 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta               -          F1276_NODE_169_length_1771_cov_43.851981_1 -            6.5e-44  142.6   0.0   7.3e-44  142.5   0.0   1.0   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1039.Palmdb.0.4.fasta    -          F1276_NODE_169_length_1771_cov_43.851981_1 -            2.4e-25   81.1   0.0     3e-25   80.8   0.0   1.0   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1279.Palmdb.0.4.fasta    -          F1276_NODE_169_length_1771_cov_43.851981_1 -            7.2e-25   79.8   0.0   9.6e-25   79.3   0.0   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta          -          F1276_NODE_169_length_1771_cov_43.851981_1 -            1.5e-18   58.9   0.0   1.8e-18   58.7   0.0   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta     -          F1276_NODE_169_length_1771_cov_43.851981_1 -            1.1e-16   52.8   0.0   2.4e-16   51.8   0.0   1.4   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta     -          F1276_NODE_169_length_1771_cov_43.851981_1 -              3e-15   48.0   0.0     4e-15   47.6   0.0   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1282.Palmdb.0.4.fasta    -          F1276_NODE_169_length_1771_cov_43.851981_1 -            1.2e-14   45.9   0.0   2.6e-14   44.7   0.0   1.6   1   1   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta            -          F1276_NODE_169_length_1771_cov_43.851981_1 -            6.9e-12   37.0   0.0   8.2e-12   36.8   0.0   1.1   1   0   0   1   1   1   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta                  -          F1276_NODE_169_length_1771_cov_43.851981_1 -            2.5e-08   24.9   0.0   2.6e-08   24.8   0.0   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1260.Palmdb.0.4.fasta    -          F1276_NODE_169_length_1771_cov_43.851981_1 -            1.5e-07   22.4   0.1     2e-07   22.0   0.1   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1244.Palmdb.0.4.fasta    -          F1276_NODE_169_length_1771_cov_43.851981_1 -            2.5e-07   22.0   0.1   3.8e-07   21.4   0.1   1.2   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -          F1276_NODE_169_length_1771_cov_43.851981_1 -            7.5e-07   20.2   1.2   2.6e-06   18.4   1.2   1.7   1   1   0   1   1   1   1 -
