target	accession1	rdrp_scan_orf_id	accession2	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	description_of_target
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1282_NODE_1484_length_2052_cov_2.538307_3	-	5,9	-2,6	27,7	0,074	3,6	19,2	2	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta	-	F1282_NODE_1575_length_2005_cov_3.755385_2	-	0,00045	10,6	0	0,00072	9,9	0	1,3	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1282_NODE_1673_length_1957_cov_17.496845_2	-	1,50E-05	16,1	10,9	1,90E-05	15,8	10,9	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1282_NODE_1990_length_1843_cov_4.475951_1	-	0,0068	7	6,8	0,0083	6,7	6,8	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1282_NODE_2009_length_1837_cov_7.042649_1	-	9,20E-05	13,2	0,9	0,00013	12,7	0,9	1,2	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1012_NODE_442_length_2109_cov_2.254625_1	-	0,19	2,3	15,2	0,34	1,4	15,2	1,4	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_1039.Palmdb.0.4.fasta	-	F1012_NODE_1011_length_1609_cov_2.233591_1	-	0,0028	8,3	2	0,0033	8,1	0,2	1,9	3	0	0	3	3	3	1	-
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1012_NODE_1456_length_1408_cov_1.715447_2	-	1,80E-06	19,2	46,9	2,00E-06	19,1	46,9	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1012_NODE_1800_length_1292_cov_2.614390_1	-	0,00021	12,4	0,4	0,00025	12,1	0,4	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1012_NODE_3246_length_985_cov_1.191398_4	-	0,13	3,1	19,1	0,15	2,9	19,1	1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1362_NODE_2403_length_971_cov_2.639738_1	-	0,043	4,4	8,1	0,057	4	8,1	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1362_NODE_2566_length_938_cov_4.134768_1	-	7,40E-63	205,2	1,9	9,40E-63	204,9	1,9	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1362_NODE_3808_length_747_cov_3.170520_2	-	0,34	1,1	12,4	0,42	0,8	12,4	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1363_NODE_337_length_2676_cov_2.845479_2	-	3,5	-2	23,8	0,0011	9,6	8,7	2,4	2	1	1	3	3	3	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1498_NODE_567_length_1767_cov_5.013435_1	-	0,049	4,2	11,8	0,091	3,3	11,8	1,4	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1498_NODE_595_length_1742_cov_7.585062_2	-	0,00013	12,5	4,8	0,00016	12,2	4,8	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1498_NODE_1069_length_1380_cov_7.009811_2	-	0,76	0,3	24,8	0,0082	6,8	7,1	2,1	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1498_NODE_1118_length_1354_cov_2.438799_2	-	1,60E-06	18,8	15,7	1,80E-06	18,6	15,7	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1498_NODE_1137_length_1343_cov_2.920807_2	-	0,32	1,6	26,2	0,53	0,9	26,2	1,3	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta	-	F1498_NODE_3492_length_779_cov_6.214088_1	-	0,034	4,6	7,5	0,043	4,3	7,5	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1502_NODE_85_length_2916_cov_12.682279_2	-	5,00E-112	368,3	13,3	6,30E-112	368	13,3	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1557_NODE_3604_length_1052_cov_1.676028_2	-	0,39	1,5	28,4	0,53	1	28,4	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1557_NODE_3853_length_1016_cov_2.500520_2	-	0,00027	11,8	0	0,00037	11,4	0	1,3	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1557_NODE_4554_length_920_cov_2.301734_2	-	0,073	3,9	13,6	0,095	3,6	13,6	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta	-	F1557_NODE_4961_length_873_cov_1.766504_1	-	0,0069	6,9	8,4	0,0083	6,6	8,4	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1557_NODE_5061_length_862_cov_2.252788_1	-	1,5	-0,5	15,4	1,9	-0,8	15,4	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1557_NODE_5370_length_832_cov_2.634492_1	-	0,0015	9,3	9,1	0,0016	9,2	9,1	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1557_NODE_5505_length_819_cov_4.689791_1	-	3,5	-1,6	15,7	4,7	-2,1	15,7	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1557_NODE_6053_length_770_cov_2.198601_2	-	0,00014	12,7	4,4	0,00014	12,7	4,4	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta	-	F1557_NODE_7663_length_652_cov_1.217755_1	-	0,00022	11,9	6,3	0,00025	11,7	6,3	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1559_NODE_15_length_3431_cov_895.395438_2	-	4,50E-50	163,4	21,8	6,10E-50	163	21,8	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1559_NODE_16_length_3429_cov_142.246888_1	-	8,50E-45	145,9	1,9	2,70E-44	144,2	2,1	1,4	1	1	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1559_NODE_20_length_3169_cov_114.399807_1	-	1,20E-70	231,3	0,4	1,50E-70	231	0,4	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1284_NODE_652_length_1536_cov_5.937880_2	-	7,40E-05	13,7	0	8,00E-05	13,6	0	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1284_NODE_972_length_1327_cov_15.664308_2	-	0,0069	7,1	4,3	0,009	6,7	4,3	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1284_NODE_1171_length_1239_cov_4.306588_2	-	0,69	0,4	17,8	0,96	0	17,8	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1284_NODE_1933_length_1013_cov_12.413361_3	-	0,13	2,9	12,4	0,17	2,6	12,4	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta	-	F1284_NODE_2077_length_981_cov_3.262419_2	-	4,4	-2,3	19,4	0,082	3,4	1,9	2,2	1	1	1	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1206_NODE_4042_length_903_cov_4.670991_1	-	0,41	1,2	19,7	0,5	0,9	19,7	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1206_NODE_4462_length_854_cov_3.319149_2	-	0,0029	8,5	6,6	0,0035	8,2	6,6	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1206_NODE_4820_length_815_cov_2.165789_1	-	0,00047	11,1	10,3	0,00054	10,9	10,3	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta	-	F1207_NODE_178_length_4000_cov_4.347022_1	-	1,6	-0,9	22,7	0,028	4,9	11,2	2,2	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1207_NODE_348_length_3303_cov_8.131158_1	-	7,9	-2,8	21,9	13	-3,5	21,9	1,2	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1207_NODE_672_length_2737_cov_5.796421_2	-	0,12	3,2	19	0,0014	9,6	10,6	1,9	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1646_NODE_5182_length_863_cov_8.938119_1	-	0,00044	11	5,9	0,00043	11,1	5,9	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1646_NODE_6016_length_791_cov_4.456522_2	-	0,00094	10,2	12,4	0,0011	10	12,4	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1646_NODE_6228_length_776_cov_4.454924_1	-	0,51	0,9	25	0,58	0,7	25	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_955.Palmdb.0.4.fasta	-	F1646_NODE_6581_length_751_cov_5.071839_2	-	0,00026	11,7	0	0,00035	11,3	0	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta	-	F1646_NODE_7015_length_723_cov_4.290419_1	-	0,29	2	15,9	0,39	1,6	15,9	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1646_NODE_8040_length_663_cov_8.161184_2	-	0,071	3,7	12,1	0,072	3,7	12,1	1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1646_NODE_8408_length_643_cov_6.965986_1	-	0,0037	8,2	16	0,0037	8,2	16	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1646_NODE_8449_length_642_cov_2.442930_2	-	0,29	1,4	43,1	0,33	1,3	43,1	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1646_NODE_8614_length_634_cov_7.609672_1	-	2	-1,2	19	2,1	-1,3	18,2	1,3	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1423_NODE_154_length_3553_cov_2.637221_8	-	2,7	-1,2	13,3	0,37	1,6	9,1	1,5	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1423_NODE_261_length_3056_cov_7.786738_1	-	0,31	1,3	40,9	0,46	0,8	40,9	1,2	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1423_NODE_262_length_3049_cov_10.864729_3	-	0,25	2,1	12,9	0,36	1,6	12,9	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta	-	F1423_NODE_289_length_2950_cov_3.587910_3	-	3,9	-2,1	40	0,016	5,9	30,8	1,5	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1423_NODE_344_length_2799_cov_2.482872_1	-	0,012	6	23,6	0,02	5,3	23,6	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1423_NODE_395_length_2711_cov_3.092620_1	-	3,2	-1,6	39,7	4,1	-1,9	39,7	1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1423_NODE_659_length_2266_cov_2.959747_4	-	2,2	-1	12,2	2,6	-1,2	12,2	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1423_NODE_776_length_2117_cov_4.332687_2	-	3,7	-1,7	40,8	4,8	-2,1	40,8	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1185_NODE_4182_length_976_cov_7.205212_1	-	2,90E-05	15,1	4	3,20E-05	15	4	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Levivirales.0.4.fasta	-	F1185_NODE_4523_length_935_cov_5.432955_1	-	6,80E-05	13,9	12,2	8,50E-05	13,6	12,2	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Mindivirales.0.4.fasta	-	F1185_NODE_5214_length_867_cov_2.194581_1	-	0,8	0,5	11,8	1	0,1	11,8	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1185_NODE_6026_length_798_cov_3.281292_3	-	1,5	-0,4	23,6	1,5	-0,5	22,4	1,5	1	1	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1185_NODE_6040_length_797_cov_2.712938_1	-	0,056	3,9	24,1	0,067	3,7	24,1	1,1	1	0	0	1	1	1	0	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1396_NODE_2621_length_1090_cov_1.860870_1	-	0,00067	10,3	0	0,00076	10,1	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta	-	F1396_NODE_2855_length_1043_cov_21.742915_1	-	0,0017	9	9,3	0,0023	8,6	9,3	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1398_NODE_58_length_3702_cov_2.743077_2	-	2,4	-1,1	14,9	0,061	4,1	8,1	1,7	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1398_NODE_269_length_2478_cov_48.295089_1	-	6,30E-200	658,3	1,3	8,20E-200	657,9	1,3	1	1	0	0	1	1	1	1	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1398_NODE_914_length_1725_cov_2.351497_1	-	4,30E-07	20,8	0	2,90E-06	18,1	0	1,9	2	0	0	2	2	2	2	-
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1398_NODE_3201_length_1027_cov_1.348765_1	-	0,014	6,3	11,1	0,017	6	11,1	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1398_NODE_6325_length_721_cov_1.654655_1	-	0,00037	11,7	0	0,00042	11,6	0	1,1	1	0	0	1	1	1	1	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1399_NODE_30_length_4185_cov_2.913317_2	-	3,40E-05	14,5	0	5,00E-05	13,9	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Mindivirales.0.4.fasta	-	F1534_NODE_3388_length_1295_cov_1.285484_1	-	0,0016	9,4	14,8	0,0027	8,7	14,8	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1534_NODE_3936_length_1189_cov_1.339506_1	-	0,028	5,1	8,4	0,034	4,8	8,4	1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_134.Palmdb.0.4.fasta	-	F1534_NODE_4305_length_1123_cov_1.249064_1	-	0,01	6,7	14	0,013	6,3	14	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1534_NODE_4515_length_1092_cov_1.685632_1	-	0,002	8,8	10,7	0,0024	8,6	10,7	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1534_NODE_5000_length_1023_cov_3.291322_1	-	3,2	-1,7	19,1	0,87	0,1	16,1	1,5	1	1	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1534_NODE_5473_length_969_cov_2.100656_1	-	0,00075	9,9	7,9	0,0011	9,3	7,9	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1534_NODE_6319_length_883_cov_1.264493_1	-	2,5	-1,4	20,9	0,25	1,9	15,2	1,8	1	1	1	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1534_NODE_6505_length_864_cov_3.234858_1	-	0,085	3,5	44	0,094	3,3	44	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1535_NODE_4_length_12152_cov_28.768951_4	-	3,20E-190	626,5	0	3,20E-190	626,5	0	1,9	2	0	0	2	2	2	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1535_NODE_208_length_3031_cov_5.238239_1	-	0,0012	9,8	17,3	0,0019	9,1	17,3	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1535_NODE_303_length_2625_cov_14.731128_1	-	0,00035	11,4	9	0,00041	11,2	9	1	1	0	0	1	1	1	1	-
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1535_NODE_564_length_2142_cov_6.297556_1	-	0,00022	12,2	0,2	0,00045	11,1	0	1,6	2	0	0	2	2	2	1	-
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1393_NODE_79_length_3716_cov_3.459710_1	-	7,90E-07	20,2	0	1,20E-06	19,6	0	1,3	1	0	0	1	1	1	1	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1393_NODE_185_length_3014_cov_3.796553_2	-	1,10E-05	16,1	0,9	6,30E-05	13,7	0,1	2	2	0	0	2	2	2	2	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1393_NODE_428_length_2373_cov_1.830026_1	-	2,10E-05	15,3	0,2	4,10E-05	14,3	0	1,6	2	0	0	2	2	2	1	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1393_NODE_711_length_2026_cov_1.561644_1	-	3,9	-2	16,9	0,15	2,7	10,8	1,6	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1393_NODE_1945_length_1396_cov_1.429530_2	-	0,00038	11,3	0,2	0,00054	10,7	0,2	1,1	1	0	0	1	1	1	1	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1393_NODE_2243_length_1310_cov_2.121912_1	-	0,00035	11,1	0	0,00056	10,5	0	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Chunqiuviricetes.0.4.fasta	-	F1393_NODE_2319_length_1287_cov_2.840909_1	-	0,00026	11,5	0,1	0,00051	10,5	0,1	1,4	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1393_NODE_4189_length_971_cov_5.459607_2	-	0,75	0,4	58,7	0,93	0,1	58,7	1,1	1	0	0	1	1	1	0	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1393_NODE_8771_length_640_cov_1.121368_1	-	3,90E-05	14,4	0	4,10E-05	14,3	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1393_NODE_8887_length_635_cov_1.267241_1	-	1	0,1	22,4	1,2	-0,2	22,4	1,1	1	0	0	1	1	1	0	-
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1395_NODE_27_length_4537_cov_5.129630_2	-	1,60E-08	25,7	0	4,80E-06	17,5	0	2,5	2	0	0	2	2	2	2	-
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta	-	F1395_NODE_90_length_3366_cov_4.830263_1	-	0,001	9,7	1,9	0,0017	9	1,9	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1395_NODE_195_length_2846_cov_11.463991_1	-	4,80E-111	364,9	0,2	9,10E-110	360,7	0	2	2	0	0	2	2	2	1	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1395_NODE_226_length_2723_cov_2.586957_1	-	0,73	0,4	42,3	0,12	3	0,7	2,1	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1395_NODE_423_length_2264_cov_4.268447_1	-	0,02	5,6	33,3	0,028	5,1	33,3	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1151_NODE_126_length_2598_cov_2.247739_1	-	0,057	4	7,5	0,06	4	7,5	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta	-	F1151_NODE_509_length_1813_cov_3.654152_1	-	7,7	-3,2	23,3	11	-3,7	23,3	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1151_NODE_828_length_1562_cov_6.327140_1	-	10	-3,1	16,2	3,1	-1,5	12,9	1,5	1	1	1	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1151_NODE_1260_length_1340_cov_2.986770_2	-	1,40E-06	19	18,5	1,60E-06	18,9	18,5	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1151_NODE_4217_length_759_cov_2.161932_1	-	2,80E-05	15,2	2,8	3,50E-05	14,9	2,8	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1151_NODE_5907_length_614_cov_1.837209_1	-	1,5	-0,4	17,1	1,8	-0,7	17,1	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1152_NODE_95_length_3021_cov_8.011126_2	-	0,5	0,6	14,1	0,68	0,2	14,1	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1152_NODE_159_length_2709_cov_6.706858_3	-	0,00027	12	9,7	0,00046	11,2	9,7	1,3	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1152_NODE_346_length_2237_cov_3.965628_1	-	0,00012	12,6	58,7	0,00015	12,3	58,7	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1590_NODE_975_length_1468_cov_3.616419_1	-	0,00016	12,4	1,3	0,00024	11,8	1,3	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1590_NODE_1278_length_1331_cov_2.358150_1	-	5,4	-2,8	20,1	10	-3,7	20	1,3	1	1	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1590_NODE_2177_length_1051_cov_5.626506_1	-	0,37	1,6	14,6	0,3	1,9	13,4	1,4	1	1	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1590_NODE_3491_length_827_cov_2.325130_1	-	0,11	3,3	24,1	0,14	2,9	24,1	1,2	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta	-	F1590_NODE_3536_length_821_cov_1.983029_2	-	0,00016	12,5	7	0,0002	12,2	7	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1568_NODE_6047_length_905_cov_4.187059_1	-	0,51	1,1	14,5	0,74	0,6	14,5	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta	-	F1568_NODE_6300_length_881_cov_2.538741_1	-	0,016	5,7	12,9	0,019	5,4	12,9	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta	-	F1568_NODE_6777_length_839_cov_6.608418_3	-	0,011	6,3	6,5	0,013	6,1	6,5	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta	-	F1568_NODE_7799_length_756_cov_2.881598_1	-	0,032	4,7	8,3	0,041	4,3	0,2	2	1	1	1	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1334_NODE_2235_length_971_cov_4.030568_1	-	7,20E-35	112,9	0,1	9,50E-35	112,5	0,1	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta	-	F1334_NODE_2335_length_949_cov_44.059284_1	-	5,00E-05	14,3	13,9	5,70E-05	14,1	13,9	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_1244.Palmdb.0.4.fasta	-	F1334_NODE_3169_length_803_cov_23.434492_1	-	0,00027	12	0,5	0,0034	8,4	0,2	2	2	0	0	2	2	2	2	-
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1334_NODE_3297_length_786_cov_16.777018_1	-	0,00013	12,8	0,9	0,00017	12,5	0,9	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Levivirales.0.4.fasta	-	F1334_NODE_3317_length_783_cov_9.396978_1	-	8,6	-3	48	10	-3,2	48	1,1	1	0	0	1	1	1	0	-
