#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -            665 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   1.5e-60  197.7   3.8   1   1   3.2e-61     2e-60  197.3   3.8    74   594   164   822   106   966 0.74 -
ALL_FINAL_RdRp_cores_0.3.clstr_1028.Palmdb.0.4.fasta -            475 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   5.8e-20   63.8   0.0   1   1   1.7e-20   1.1e-19   62.9   0.0   118   342   391   626   363   637 0.86 -
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta  -            542 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   2.5e-15   48.4   0.0   1   2   1.5e-14   9.5e-14   43.2   0.0    12   365   275   609   266   614 0.80 -
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta  -            542 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   2.5e-15   48.4   0.0   2   2      0.14      0.85    0.5   0.0   478   501   753   776   724   827 0.78 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -            460 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   5.6e-15   46.9   0.0   1   2   3.4e-15   2.1e-14   45.0   0.0     7   342   278   630   272   635 0.74 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -            460 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   5.6e-15   46.9   0.0   2   2       1.1       6.8   -2.8   0.0   403   418   752   767   740   771 0.78 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -            998 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   5.7e-15   47.1   0.1   1   2       1.3       8.2   -3.1   0.0   235   304   305   415   267   423 0.69 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -            998 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   5.7e-15   47.1   0.1   2   2   1.6e-15     1e-14   46.3   0.0   347   506   466   637   449   917 0.86 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -            628 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   3.2e-10   31.5   0.0   1   2   7.1e-09   4.4e-08   24.5   0.0   118   416   280   580   238   584 0.68 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta  -            628 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   3.2e-10   31.5   0.0   2   2    0.0061     0.037    4.9   0.0   520   551   742   786   738   853 0.69 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta  -            709 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   7.3e-09   27.0   0.4   1   2       1.3       7.7   -2.8   0.0   101   182   248   330   244   346 0.74 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta  -            709 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   7.3e-09   27.0   0.4   2   2   2.8e-09   1.7e-08   25.8   0.1   297   376   465   555   453   561 0.91 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta  -            839 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   1.2e-07   22.8   0.4   1   2   1.3e-07   7.9e-07   20.1   0.0   333   482   404   555   401   568 0.86 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta  -            839 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   1.2e-07   22.8   0.4   2   2      0.18       1.1   -0.2   0.3   675   694   754   773   748   777 0.89 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta         -            978 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   1.9e-05   15.8   0.0   1   1     5e-06   3.1e-05   15.0   0.0   405   433   464   492   452   498 0.85 -
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta  -            794 F1614_NODE_75_length_3253_cov_5695.314572_2 -           1073   0.00022   12.1   0.0   1   1   5.3e-05   0.00033   11.5   0.0   323   355   469   501   465   548 0.87 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta           -           1008 F1614_NODE_87_length_3161_cov_7.546040_2 -            368     0.032    5.0  26.0   1   1     0.003      0.05    4.4  26.0   854   921    16    83     4   112 0.31 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1614_NODE_87_length_3161_cov_7.546040_2 -            368     0.085    3.5  29.7   1   1    0.0083      0.14    2.8  29.7   816   889    16    83     3   117 0.33 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta               -            856 F1614_NODE_87_length_3161_cov_7.546040_2 -            368      0.09    3.3  27.3   1   1     0.008      0.14    2.7  27.3    10    80    15    85     5   132 0.40 -
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta         -            796 F1614_NODE_87_length_3161_cov_7.546040_2 -            368      0.34    1.3  28.5   1   1     0.036      0.62    0.4  28.5   723   796    14    83     2    99 0.38 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1614_NODE_88_length_3159_cov_2.962629_2 -            424       6.8   -2.7  27.2   1   1      0.35        12   -3.5  27.2   403   581    54   230    45   295 0.52 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -            628 F1614_NODE_88_length_3159_cov_2.962629_2 -            424       9.6   -3.1  29.4   1   1      0.41        14   -3.6  29.4    24   213    70   260    49   299 0.24 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.501.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.501.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/60/7c9189bce9eea662b1cd6b10b96eff
# Date:            Thu Jul 21 16:23:24 2022
# [ok]
#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -           1028 F1597_NODE_1040_length_1573_cov_3.316206_1 -            446    0.0011    9.7   8.4   1   1   2.2e-05    0.0015    9.3   8.4   206   392    48   216     3   251 0.46 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1597_NODE_1148_length_1528_cov_7.194840_2 -            281     0.015    5.8   8.4   1   1   0.00027     0.019    5.5   8.4    11   137    62   188    52   211 0.67 -
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta -            771 F1597_NODE_1253_length_1480_cov_2.532632_2 -            476       7.7   -3.4  17.5   1   1      0.16        11   -3.9  17.5     7    98    86   177    80   193 0.51 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1597_NODE_1790_length_1300_cov_3.484337_2 -            357       1.1   -0.2  29.8   1   1     0.043       1.5   -0.6  29.8   718   894    35   157    11   203 0.31 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta            -            860 F1597_NODE_1790_length_1300_cov_3.484337_2 -            357       1.1    0.0  30.1   1   1     0.048       1.6   -0.5  30.1   690   833    21   164     5   204 0.39 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -            998 F1597_NODE_2045_length_1233_cov_4.033107_1 -            301    0.0084    6.8   8.0   1   1   0.00015      0.01    6.5   8.0   499   672    27   198    11   245 0.72 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta     -            586 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365    0.0046    7.6  20.9   1   1     0.001    0.0059    7.3  20.9    16   198    41   223    19   234 0.36 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365    0.0071    7.1  15.7   1   2    0.0021     0.012    6.3  15.7    41   195    51   205     4   252 0.34 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365    0.0071    7.1  15.7   2   2         2        11   -3.5   0.0   281   310   278   307   275   313 0.84 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta     -            604 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365      0.03    5.1  23.0   1   1    0.0068     0.039    4.7  23.0   483   595    24   137     3   187 0.45 -
ALL_NCBI_Palmdb_RdRp.Levivirales.0.4.fasta              -            889 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365      0.06    4.2  17.3   1   1     0.013     0.074    3.9  17.3    43   870    21   131     2   190 0.29 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta             -            998 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365     0.076    3.6  17.9   1   1     0.017     0.098    3.3  17.9   767   969    17   140     3   185 0.31 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta            -            978 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365      0.32    1.8  18.0   1   1     0.074      0.42    1.4  18.0   796   930    25   132     2   173 0.25 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta        -            738 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365      0.34    1.5  17.0   1   1     0.076      0.43    1.2  17.0    11    99    55   143    24   203 0.46 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta           -           1008 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365       0.4    1.4  23.4   1   1     0.098      0.56    1.0  23.4   840   994    12   166     2   175 0.75 -
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta            -            925 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365      0.45    0.9  32.9   1   1     0.098      0.55    0.6  32.9   668   893    18   230     3   259 0.72 -
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta    -            503 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365      0.54    0.6  12.9   1   1      0.13      0.71    0.2  12.9   404   496    42   134    29   141 0.84 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta     -            591 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365       1.6   -0.9  21.5   1   1      0.37       2.1   -1.3  21.5    16   150    47   189    31   199 0.37 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta            -            831 F1597_NODE_2707_length_1097_cov_2.252399_2 -            365       2.4   -1.1  25.6   1   1       1.3       7.3   -2.7  24.4   709   823    15   129     1   146 0.23 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1597_NODE_2746_length_1091_cov_6.645753_1 -            363      0.97   -0.0  14.5   1   1     0.062       1.4   -0.6  14.5     9   138    45   174    20   211 0.47 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1597_NODE_2746_length_1091_cov_6.645753_1 -            363       2.2   -1.1  16.3   1   1      0.15       3.3   -1.7  16.3   465   595    45   175    18   192 0.53 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1597_NODE_2746_length_1091_cov_6.645753_1 -            363       7.2   -3.1  15.3   1   1      0.49        11   -3.7  15.3    10   151    45   189    35   201 0.59 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -            860 F1597_NODE_3208_length_1015_cov_4.546875_2 -            278    0.0047    7.9   4.9   1   1   0.00011    0.0073    7.2   4.9    87   168   174   255   143   276 0.83 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -            636 F1597_NODE_3430_length_982_cov_8.102481_1 -            230     0.074    3.9  17.1   1   1    0.0015       0.1    3.4  17.1    90   228    11   144     4   155 0.87 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -            860 F1597_NODE_3666_length_951_cov_9.094866_2 -            211         3   -1.4  23.1   1   1     0.049       3.4   -1.6  23.1   708   825    10   127     1   203 0.44 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -            959 F1597_NODE_3843_length_928_cov_1.671249_1 -            309    0.0012    9.8   0.0   1   1   2.2e-05    0.0015    9.5   0.0   511   557   248   297   231   300 0.84 -
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta -            716 F1597_NODE_3854_length_927_cov_1.986239_1 -            271   0.00022   12.1   0.1   1   1   3.3e-06   0.00023   12.1   0.1   448   504   152   215    73   239 0.84 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -            860 F1597_NODE_4571_length_851_cov_2.874372_2 -            220      0.18    2.6  11.5   1   1    0.0031      0.21    2.4  11.5   650   832    17   168     4   208 0.41 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1597_NODE_5066_length_805_cov_1.360000_1 -            268       2.2   -1.2  15.0   1   2     0.051       1.7   -0.9  12.9    18   150    58   190     4   222 0.47 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1597_NODE_5066_length_805_cov_1.360000_1 -            268       2.2   -1.2  15.0   2   2    0.0059       0.2    2.2   3.8    17   144   136   260   120   266 0.43 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -            628 F1597_NODE_5066_length_805_cov_1.360000_1 -            268       4.9   -2.1  23.5   1   1      0.18         6   -2.4  23.5    18   237    18   243     2   246 0.63 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.491.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.491.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/ba/009eba06dff7f993089d23757c8f40
# Date:            Thu Jul 21 16:23:27 2022
# [ok]
#                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta -            632 F1390_NODE_2924_length_1261_cov_1.422886_1 -            391   1.1e-05   16.2   0.2   1   1     2e-07   1.3e-05   15.9   0.2   418   539   137   277   131   370 0.56 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta -            632 F1390_NODE_5234_length_950_cov_1.196648_1 -            236   0.00027   11.6   0.0   1   1   5.1e-06   0.00035   11.2   0.0   413   471   141   198   116   221 0.84 -
ALL_NCBI_Palmdb_RdRp.Milneviricetes.0.4.fasta -            712 F1390_NODE_8957_length_696_cov_2.240250_1 -            231   0.00059   10.5   0.0   1   1   1.3e-05   0.00086   10.0   0.0   406   455    40    91    22    97 0.77 -
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta      -            716 F1392_NODE_1_length_10754_cov_548.269558_2 -           3378  1.9e-101  333.0  10.6   1   1  1.8e-102    3e-101  332.3  10.6     8   586  2768  3345  2761  3360 0.92 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta           -            671 F1392_NODE_1_length_10754_cov_548.269558_2 -           3378   1.1e-25   82.4   3.0   1   1   1.1e-26   1.9e-25   81.6   3.0   123   561  2802  3315  2682  3360 0.67 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta              -            632 F1392_NODE_1_length_10754_cov_548.269558_2 -           3378   5.8e-10   30.3   0.7   1   1   5.4e-11   9.2e-10   29.6   0.7   141   473  2828  3200  2665  3354 0.66 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1392_NODE_1_length_10754_cov_548.269558_2 -           3378   0.00012   13.0   0.0   1   1   1.1e-05   0.00019   12.3   0.0   284   359  3121  3194  3082  3200 0.86 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.288.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.288.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/f8/ed6f055a430f4c63363cae87e6a729
# Date:            Thu Jul 21 16:23:22 2022
# [ok]
#                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta -            559 F1358_NODE_8375_length_1061_cov_2.925447_1 -            205   2.9e-05   15.0   0.6   1   1   5.9e-07     4e-05   14.5   0.6   412   510    92   190    90   204 0.54 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta             -            921 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353    0.0059    7.8  15.1   1   1    0.0012    0.0072    7.5  15.1    14    68    60   114     5   128 0.46 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta            -            978 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353     0.015    6.2  15.3   1   1    0.0033      0.02    5.7  15.3   898   962    65   112     5   125 0.40 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta               -            856 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353     0.016    5.8  14.3   1   1    0.0033      0.02    5.4  14.3   788   843    58   113     6   124 0.49 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta             -            998 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353     0.019    5.6  14.2   1   1    0.0038     0.023    5.3  14.2   931   981    63   113     4   126 0.39 -
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta     -            558 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353     0.022    5.9  13.3   1   1    0.0049     0.031    5.4  13.3   482   540    55   113    11   124 0.49 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta           -           1049 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353     0.023    5.7  16.3   1   1    0.0047     0.029    5.3  16.3   977  1042    64   111     4   124 0.39 -
ALL_NCBI_Palmdb_RdRp.Levivirales.0.4.fasta              -            889 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353     0.024    5.5  17.8   1   1    0.0051     0.032    5.1  17.8   815   881    49   115     4   122 0.50 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -            914 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353     0.027    5.1  14.9   1   1    0.0055     0.034    4.8  14.9   857   906    63   112     4   124 0.41 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta            -            831 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353     0.028    5.3  17.4   1   1    0.0058     0.036    4.9  17.4   764   824    54   114     4   123 0.44 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta     -            604 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353      0.12    3.1  14.2   1   1     0.031      0.19    2.4  14.2   533   598    53   111     2   132 0.33 -
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta          -            771 F1358_NODE_8391_length_1060_cov_2.287562_2 -            353      0.53    0.4  18.2   1   1      0.12      0.77   -0.1  18.2    16    69    61   114    46   131 0.37 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1358_NODE_8513_length_1053_cov_2.080160_1 -            351       2.3   -1.4  14.5   1   1     0.048       3.2   -1.9  14.5    11    85     5    79     1    99 0.51 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -            860 F1358_NODE_15539_length_750_cov_2.225899_1 -            220      0.15    2.9   8.8   1   1    0.0026      0.18    2.7   8.8    90   798    78   164    12   219 0.50 -
ALL_FINAL_RdRp_cores_0.3.clstr_134.Palmdb.0.4.fasta -            643 F1358_NODE_17960_length_687_cov_1.188291_1 -            229    0.0023    8.8   7.0   1   1   8.5e-05    0.0029    8.5   7.0    83   236    30   185     7   192 0.82 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -            628 F1358_NODE_17960_length_687_cov_1.188291_1 -            229     0.079    3.8  12.0   1   1    0.0029     0.099    3.5  12.0    82   197    35   165     5   205 0.29 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.247.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.247.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/ab/b7b8c1259ded63c37a0a036f63836d
# Date:            Thu Jul 21 16:23:24 2022
# [ok]
#                                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                      -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1451_NODE_902_length_1931_cov_15.203092_1 -            483      0.54    0.8  14.0   1   2    0.0011     0.072    3.7   8.9    26   127    19   120     2   146 0.49 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -            586 F1451_NODE_902_length_1931_cov_15.203092_1 -            483      0.54    0.8  14.0   2   2     0.026       1.8   -0.9   0.2    24    43   246   265   215   311 0.51 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -            998 F1451_NODE_926_length_1911_cov_2.082435_2 -            618     0.053    4.1  13.3   1   1    0.0013     0.087    3.4  13.3   570   704    37   145    14   203 0.51 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta -           1008 F1451_NODE_1202_length_1745_cov_41.849704_2 -            275       2.6   -1.3  16.3   1   1     0.042       2.8   -1.4  16.3   839   969    29   159     3   220 0.51 -
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta -            796 F1451_NODE_1705_length_1536_cov_4.997974_1 -            283     0.023    5.2   8.1   1   1   0.00046     0.031    4.7   8.1   505   549   116   160   114   167 0.91 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -            998 F1451_NODE_2244_length_1363_cov_3.579511_1 -            453      0.93    0.0  14.6   1   1     0.018       1.3   -0.4  14.6   822   967    35   161     3   172 0.34 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -            860 F1451_NODE_2763_length_1246_cov_4.282955_1 -            414    0.0099    6.8  12.2   1   1   0.00019     0.013    6.4  12.2   643   818   163   335   136   352 0.66 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -            604 F1451_NODE_3786_length_1066_cov_1.926805_1 -            335      0.97    0.1  27.1   1   1     0.021       1.4   -0.4  27.1   451   597    74   219    10   234 0.24 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -            628 F1451_NODE_4429_length_979_cov_3.060606_1 -            258     0.073    3.9  23.3   1   1    0.0031      0.11    3.4  23.3    15   173     8   181     2   254 0.33 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -            738 F1451_NODE_4429_length_979_cov_3.060606_1 -            258      0.86    0.1  27.4   1   1     0.015       0.5    0.9  25.8     6   171     8   171     3   181 0.66 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.336.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.336.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/1d/c2f3881e1f1e988bed65783823ebd0
# Date:            Thu Jul 21 16:23:20 2022
# [ok]
#                                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                 accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                       -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_1282.Palmdb.0.4.fasta -            459 F1492_NODE_104_length_3156_cov_10.607546_3 -            216    0.0003   11.6   0.1   1   1   5.9e-06    0.0004   11.1   0.1     5    53   149   199   145   203 0.80 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -            591 F1492_NODE_121_length_3050_cov_8.072454_2 -            992       3.8   -2.2  14.1   1   1      0.11       7.3   -3.1  14.1    17   127   408   519   394   524 0.64 -
