vir_group	vir_sp_seq_ID_v2	phylo_virus_species	contig_ID	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1426	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1426_detect_F1426_round2_F1426_round3_frame2_1	C1	F1429	F1426	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1427	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1427_detect_F1427_round2_F1427_round3_frame2_1	C1	F1429	F1427	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1428	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1428_detect_F1428_round2_F1428_round3_frame2_1	C1	F1429	F1428	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1429	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1429_detect_F1429_round2_F1429_round3_frame2_1	C1	F1429	F1429	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1430	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1430_detect_F1430_round2_F1430_round3_frame2_1	C1	F1429	F1430	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1431	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1431_detect_F1431_round2_F1431_round3_frame3_1	C1	F1429	F1431	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1432	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1432_detect_F1432_round2_F1432_round3_frame2_1	C1	F1429	F1432	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1433	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1433_detect_F1433_round2_F1433_round3_frame1_1	C1	F1429	F1433	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1570	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1570_detect_F1570_round2_F1570_round3_frame2_1	C1	F1429	F1570	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1571	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1571_detect_F1571_round2_F1571_round3_frame2_1	C1	F1429	F1571	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1572	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1572_detect_F1572_round2_F1572_round3_frame2_1	C1	F1429	F1572	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1573	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1573_detect_F1573_round2_F1573_round3_frame2_1	C1	F1429	F1573	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1575	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1575_detect_F1575_round2_F1575_round3_frame2_1	C1	F1429	F1575	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1576	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1576_detect_F1576_round2_F1576_round3_frame2_1	C1	F1429	F1576	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1578	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1578_detect_F1578_round2_F1578_round3_frame2_1	C1	F1429	F1578	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1579	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1579_detect_F1579_round2_F1579_round3_frame2_1	C1	F1429	F1579	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Rhabdoviridae	Grenada_mosquito_rhabdovirus_1_F1429C1F1582	Grenada_mosquito_rhabdovirus_1	F1429_NODE_1_length_14505_cov_534.938062	F1429_NODE_1_length_14505_cov_534.938062_F1582_detect_F1582_round2_F1582_round3_frame2_1	C1	F1429	F1582	phylogenetically highly related, very high RdRp identity of 99.7% aa	There are two synonymous virus species here, and one was deposited to genbank earlier, so I will have to go with the earlier name.	Grenada_mosquito_rhabdovirus_1	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	non-segmented	Monjiviricetes	21	17	Culex
Orthomyxoviridae	Wuhan_Mosquito_Virus_4_F1121C266F1121	Wuhan_Mosquito_Virus_4	F1121_NODE_266_length_1704_cov_33.295331	F1121_NODE_266_length_1704_cov_33.295331_F1121_MapVerif_F1121_detect_F1121_round2_F1121_round3_frame3_1	C266	F1121	F1121	phylogenetically related, high RdRp aa similarity ~99%	_	Wuhan_Mosquito_Virus_4	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	segmented	Orthomyxoviridae	26	17	Culex
Orthomyxoviridae	Wuhan_Mosquito_Virus_6_F1422C68F1115	Wuhan_Mosquito_Virus_6	F1422_NODE_68_length_2431_cov_7.632155	F1422_NODE_68_length_2431_cov_7.632155_F1422_MapVerif_F1115_detect_F1115_round2_F1115_round3_frame3_1	C68	F1422	F1115	phylogenetically related, high RdRp aa similarity ~99%	_	Wuhan_Mosquito_Virus_6	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	segmented	Orthomyxoviridae	26	17	Culex
Orthomyxoviridae	Wuhan_Mosquito_Virus_6_F1422C68F1422	Wuhan_Mosquito_Virus_6	F1422_NODE_68_length_2431_cov_7.632155	F1422_NODE_68_length_2431_cov_7.632155_F1422_MapVerif_F1422_detect_F1422_round2_F1422_round3_frame3_1	C68	F1422	F1422	phylogenetically related, high RdRp aa similarity ~99%	_	Wuhan_Mosquito_Virus_6	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	segmented	Orthomyxoviridae	26	17	Culex
Orthomyxoviridae	Wuhan_Mosquito_Virus_6_F1422C68F1576	Wuhan_Mosquito_Virus_6	F1422_NODE_68_length_2431_cov_7.632155	F1422_NODE_68_length_2431_cov_7.632155_F1422_MapVerif_F1576_detect_F1576_round2_F1576_round3_frame3_1	C68	F1422	F1576	phylogenetically related, high RdRp aa similarity ~99%	_	Wuhan_Mosquito_Virus_6	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	(-)ssRNA	segmented	Orthomyxoviridae	26	17	Culex
Chrysoviridae	Confucts_virus_F1628C34F1628	Confucts_virus	F1628_NODE_34_length_1991_cov_6.607438	F1628_NODE_34_length_1991_cov_6.607438_F1628_MapVerif_F1628_detect_F1628_round2_F1628_round3_frame3_1	C34	F1628	F1628	phylogenetically related, not high enough RdRp similarity: ~56% aa	_	NA	Mansonia indiana	correct	Mansonia indiana	_	cluster18	dsRNA	segmented	Chrymotiviricetes	1	18	Mansonia
Flaviviridae	Palm_Creek_virus_F1616C2F1616	Palm_Creek_virus	F1616_NODE_2_length_10646_cov_372.676140	F1616_NODE_2_length_10646_cov_372.676140_F1616_MapVerif_F1616_detect_F1616_r2_frame3	C2	F1616	F1616	phylogenetically somewhat divergent, basal to ref species; high polyprotein similarity 87%; different host genus	Clusters outside of Palm Creek virus and phylogenetically basal to both known and novel PCV sequences. However aa similarity is higher with novel sequences rather than with the reference PCV.	Palm_Creek_virus_like	Mansonia indiana	correct	Mansonia indiana	_	cluster18	(+)ssRNA	non-segmented	Kitrinoviricota	14	18	Mansonia
Botourmiaviridae	Epicoccum_nigrum_ourmia_like_virus_2_F1484C54F1484	Epicoccum_nigrum_ourmia_like_virus_2	F1484_NODE_54_length_2792_cov_4.601388	F1484_NODE_54_length_2792_cov_4.601388_F1484_round2_F1484_detect_F1484_round2_F1484_round3_frame2_1	C54	F1484	F1484	phylogenetically related, high RdRp aa similarity ~83%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Mansonia indiana	correct	Mansonia indiana	_	cluster18	(+)ssRNA	non-segmented	Lenarviricota	19	18	Mansonia
Peribunyaviridae	Disamerg_virus_F1628C2F1628	Disamerg_virus	F1628_NODE_2_length_7193_cov_174.125245	F1628_NODE_2_length_7193_cov_174.125245_translation_frame_3	C2	F1628	F1628	phylogenetically related, not high enough RdRp similarity: ~50% aa (~70% in the most conserved region)	https://talk.ictvonline.org/ictv/proposals/2016.027a-dM.A.v2.Phasivirus.pdf based in this, 90% aa identity in the core polymerase domain (1kb). This contig is still the most similar to MN034196 virus that actually does not have an nr-protein rdrp submission at all. The phylogeny has to be redone including this rdrp that is translated in Geneious. Should be taken into account for the whole Bunyavirales phylogeny.	NA	Mansonia indiana	correct	Mansonia indiana	_	cluster18	(-)ssRNA	segmented	Bunyavirales	23	18	Mansonia
Narnaviridae	Cumentaid_virus_F1614C75F1467	Cumentaid_virus	F1614_NODE_75_length_3253_cov_5695.314572	F1614_NODE_75_length_3253_cov_5695.314572_F1614_MapVerif_F1467_detect_F1467_round2_F1467_round3_frame3_1	C75	F1614	F1467	phylogenetically related, not high enough RdRp similarity: ~47% aa (50% in a shorter alignment with a shorter and more distant ref sequence)	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	(+)ssRNA	non-segmented	Lenarviricota	17	19	Mansonia
Narnaviridae	Cumentaid_virus_F1614C75F1468	Cumentaid_virus	F1614_NODE_75_length_3253_cov_5695.314572	F1614_NODE_75_length_3253_cov_5695.314572_F1614_MapVerif_F1468_detect_F1468_round2_F1468_round3_frame3_1	C75	F1614	F1468	phylogenetically related, not high enough RdRp similarity: ~47% aa (50% in a shorter alignment with a shorter and more distant ref sequence)	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	(+)ssRNA	non-segmented	Lenarviricota	17	19	Mansonia
Narnaviridae	Cumentaid_virus_F1614C75F1469	Cumentaid_virus	F1614_NODE_75_length_3253_cov_5695.314572	F1614_NODE_75_length_3253_cov_5695.314572_F1614_MapVerif_F1469_detect_F1469_round2_F1469_round3_frame3_1	C75	F1614	F1469	phylogenetically related, not high enough RdRp similarity: ~47% aa (50% in a shorter alignment with a shorter and more distant ref sequence)	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	(+)ssRNA	non-segmented	Lenarviricota	17	19	Mansonia
Narnaviridae	Cumentaid_virus_F1614C75F1470	Cumentaid_virus	F1614_NODE_75_length_3253_cov_5695.314572	F1614_NODE_75_length_3253_cov_5695.314572_F1614_MapVerif_F1470_detect_F1470_round2_F1470_round3_frame3_1	C75	F1614	F1470	phylogenetically related, not high enough RdRp similarity: ~47% aa (50% in a shorter alignment with a shorter and more distant ref sequence)	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	(+)ssRNA	non-segmented	Lenarviricota	17	19	Mansonia
Narnaviridae	Cumentaid_virus_F1614C75F1471	Cumentaid_virus	F1614_NODE_75_length_3253_cov_5695.314572	F1614_NODE_75_length_3253_cov_5695.314572_F1614_MapVerif_F1471_detect_F1471_round2_F1471_round3_frame3_1	C75	F1614	F1471	phylogenetically related, not high enough RdRp similarity: ~47% aa (50% in a shorter alignment with a shorter and more distant ref sequence)	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	(+)ssRNA	non-segmented	Lenarviricota	17	19	Mansonia
Narnaviridae	Cumentaid_virus_F1614C75F1614	Cumentaid_virus	F1614_NODE_75_length_3253_cov_5695.314572	F1614_NODE_75_length_3253_cov_5695.314572_F1614_MapVerif_F1614_detect_F1614_round2_F1614_round3_frame3_1	C75	F1614	F1614	phylogenetically related, not high enough RdRp similarity: ~47% aa (50% in a shorter alignment with a shorter and more distant ref sequence)	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	(+)ssRNA	non-segmented	Lenarviricota	17	19	Mansonia
Narnaviridae	Cumentaid_virus_F1614C75F1615	Cumentaid_virus	F1614_NODE_75_length_3253_cov_5695.314572	F1614_NODE_75_length_3253_cov_5695.314572_F1614_MapVerif_F1615_detect_F1615_round2_F1615_round3_frame3_1	C75	F1614	F1615	phylogenetically related, not high enough RdRp similarity: ~47% aa (50% in a shorter alignment with a shorter and more distant ref sequence)	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Mansonia annulifera	correct	Mansonia annulifera	_	cluster19	(+)ssRNA	non-segmented	Lenarviricota	17	19	Mansonia
Partitiviridae	Cativeted_virus_F1489C1734F1489	Cativeted_virus	F1489_NODE_1734_length_1508_cov_1316.233999	F1489_NODE_1734_length_1508_cov_1316.233999_F1489_MapVerif_F1489_detect_F1489_round2_F1489_round3_frame1_1	C1734	F1489	F1489	phylogenetically related, not high enough RdRp aa similarity ~80%	_	Mansonia_uniformis_associated_partiti_like_virus	Mansonia uniformis	correct	Mansonia uniformis	_	cluster20	dsRNA	segmented	Pisuviricota	4	20	Mansonia
Narnaviridae	Cumentaid_virus_F1614C75F1633	Cumentaid_virus	F1614_NODE_75_length_3253_cov_5695.314572	F1614_NODE_75_length_3253_cov_5695.314572_F1614_MapVerif_F1633_detect_F1633_round2_F1633_round3_frame3_1	C75	F1614	F1633	phylogenetically related, not high enough RdRp similarity: ~47% aa (50% in a shorter alignment with a shorter and more distant ref sequence)	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Mansonia uniformis	correct	Mansonia uniformis	_	cluster20	(+)ssRNA	non-segmented	Lenarviricota	17	20	Mansonia
Phenuiviridae	Adableaps_virus_F1632C15F1632	Adableaps_virus	F1632_NODE_15_length_6869_cov_140.488553	F1632_NODE_15_length_6869_cov_140.488553_F1632_MapVerif_F1632_detect_F1632_round2_frame1	C15	F1632	F1632	proposed new species name based on the host genus and genetic divergence (65% aa similarity of L segment with RefSeq reference of PCLV, 65% similarity with the novel putative Coquillettidia phasivirus)	Putative novel species	Mansonia_phasivirus	Mansonia uniformis	correct	Mansonia uniformis	_	cluster20	(-)ssRNA	segmented	Bunyavirales	25	20	Mansonia
Phenuiviridae	Adableaps_virus_F1632C15F1623	Adableaps_virus	F1632_NODE_15_length_6869_cov_140.488553	F1632_NODE_15_length_6869_cov_140.488553_F1632_MapVerif_F1623_detect_F1623_round2_frame1	C15	F1632	F1623	proposed new species name based on the host genus and genetic divergence (65% aa similarity of L segment with RefSeq reference of PCLV, 65% similarity with the novel putative Coquillettidia phasivirus)	Putative novel species	Mansonia_phasivirus	Mansonia indiana	misannotated	Mansonia uniformis	Possibly misannotated uniformis, because:  1) it clusters with uniformis on SKA; 2) it was quite poorly sequenced (few reads, P2M platform); 3) it has the same phasivirus virus as the uniformis F1632. For further conclusiveness, COI and COII should provide some info.	cluster20	(-)ssRNA	segmented	Bunyavirales	25	20	Mansonia
Solemoviridae	Comfornsto_virus_F1216C3F1216	Comfornsto_virus	F1216_NODE_3_length_2896_cov_592.429426	F1216_NODE_3_length_2896_cov_592.429426_F1216_MapVerif_F1216_detect_F1216_round2_F1216_round3_frame3_1	C3	F1216	F1216	phylogeny unresolved, high genome similarity <61% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	mixed cluster, internally divergent	Culicidae sp Armigeres subalbatus or Culex cinctellus or Mansonia annulifera	_	cluster21	(+)ssRNA	non-segmented	Pisuviricota	8	21	NA
Iflaviridae	Drungrega_virus_F1090C3F1090	Drungrega_virus	F1090_NODE_3_length_9180_cov_148.045808	F1090_NODE_3_length_9180_cov_148.045808_F1090_MapVerif_F1090_detect_F1090_round2_F1090_round3_frame1_1	C3	F1090	F1090	phylogenetically related, not high enough structural part similarity: ~66% aa (70% full polyprotein) with Armigeres iflavirus	https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/iflaviridae . >=90% aa identity of capsid proteins to consider as one species.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	6	22	Armigeres
Solemoviridae	Colokingly_virus_F1527C217F1019	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1019_detect_F1019_round2_F1019_round3_frame1_1	C217	F1527	F1019	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
Solemoviridae	Colokingly_virus_F1527C217F1021	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1021_detect_F1021_round2_F1021_round3_frame1_1	C217	F1527	F1021	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
Solemoviridae	Colokingly_virus_F1527C217F1094	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1094_detect_F1094_round2_F1094_round3_frame1_1	C217	F1527	F1094	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
Solemoviridae	Colokingly_virus_F1527C217F1096	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1096_detect_F1096_round2_F1096_round3_frame1_1	C217	F1527	F1096	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
Solemoviridae	Colokingly_virus_F1527C217F1100	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1100_detect_F1100_round2_F1100_round3_frame1_1	C217	F1527	F1100	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
Solemoviridae	Colokingly_virus_F1527C217F1211	Colokingly_virus	F1527_NODE_217_length_3085_cov_411.840594	F1527_NODE_217_length_3085_cov_411.840594_F1527_MapVerif_F1211_detect_F1211_round2_F1211_round3_frame1_1	C217	F1527	F1211	phylogeny unresolved, high genome similarity <65% nt with the closest relatives	At least for Sobemovirus genus, species demarcation is based on the threshold of <75% nt identity of the full genome. Without any other available threshold, using this threshold for the whole Solemoviridae family.	NA	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	(+)ssRNA	non-segmented	Pisuviricota	8	22	Armigeres
