orf_id	contig_id	contig_set	target	orf_start	orf_end	orf_sense	orf_len	sseqid_be	slen_be	pident_be	length_be	rdrp_scan_vir_group	BestHit_phylum	BestHit_class	BestHit_order	BestHit_family	BestHit_genus	BestHit_species	BestHit_pident	suggested_vir_sp	vir_group	vir_sp_seq_ID_v2	phylo_virus_species	consensus_cds_ID	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	reason	comment.x	older_species_names_v1	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment.y	cluster_on_SKA_plot	Genome	Segmented	higher_vir_group	Ordering	cluster_on_SKA_plot_num	verif_mosq_genus
F1472_NODE_1_length_7201_cov_146.442065_1	F1472_NODE_1_length_7201_cov_146.442065	G	ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	27	7091	FORWARD	7064	QDB75018.1	2333	47.7	2326	Ellioviricetes	Negarnaviricota	Ellioviricetes	NA	NA	NA	Cladosporium cladosporioides negative-stranded RNA virus 2	47.7	F1472_NODE_1_length_7201_cov_146.442065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1502_NODE_85_length_2916_cov_12.682279_2	F1502_NODE_85_length_2916_cov_12.682279	G	ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	1381	2856	FORWARD	1475	YP_009345118.1	478	60.6	475	Sobelivirales	Pisuviricota	Pisoniviricetes	Sobelivirales	NA	NA	Xingshan nematode virus 5	60.6	F1502_NODE_85_length_2916_cov_12.682279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1559_NODE_15_length_3431_cov_895.395438_2	F1559_NODE_15_length_3431_cov_895.395438	G	ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	2712	58	REVERSE	2654	DAB41738.1	1074	39.8	628	Durnavirales	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Tetrodontophora bielanensis associated virus 1	39.8	F1559_NODE_15_length_3431_cov_895.395438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1559_NODE_16_length_3429_cov_142.246888_1	F1559_NODE_16_length_3429_cov_142.246888	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1	3387	FORWARD	3386	QTW97841.1	1078	42.3	1039	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Riboviria sp.	42.3	F1559_NODE_16_length_3429_cov_142.246888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1559_NODE_20_length_3169_cov_114.399807_1	F1559_NODE_20_length_3169_cov_114.399807	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	3	2957	FORWARD	2954	YP_009333179.1	955	41.7	955	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	NA	NA	Beihai barnacle virus 10	41.7	Dabluel_virus	Narnaviridae	Dabluel_virus_F1559C20F1559	Dabluel_virus	F1559_NODE_20_length_3169_cov_114.399807_F1559_MapVerif_F1559_detect_F1559_round2_F1559_round3_frame3_1	C20	F1559	F1559	phylogenetically related, not high enough RdRp similarity: ~40% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex gelidus	correct	Culex gelidus	_	cluster8	(+)ssRNA	non-segmented	Lenarviricota	17	8	Culex
F1398_NODE_269_length_2478_cov_48.295089_1	F1398_NODE_269_length_2478_cov_48.295089	N	ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	70	2433	FORWARD	2363	UGO48657.1	786	85.1	785	Insthoviricetes	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	Palmetto orthomyxo-like virus	85.1	Palmetto_orthomyxo_like_virus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1535_NODE_4_length_12152_cov_28.768951_4	F1535_NODE_4_length_12152_cov_28.768951	N	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	5624	11932	FORWARD	6308	DAZ85658.1	2081	52.8	2060	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	NA	NA	San Gabriel mononegavirus	52.8	F1535_NODE_4_length_12152_cov_28.768951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1395_NODE_195_length_2846_cov_11.463991_1	F1395_NODE_195_length_2846_cov_11.463991	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	281	2755	FORWARD	2474	QKI79912.1	838	91.9	737	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 82	91.9	Erysiphales_ourmia_like_virus_2	Botourmiaviridae	Erysiphales_ourmia_like_virus_2_F1395C195F1395	Erysiphales_ourmia_like_virus_2	F1395_NODE_195_length_2846_cov_11.463991_F1395_round2_F1395_detect_F1395_round2_F1395_round3_frame2_1	C195	F1395	F1395	phylogenetically related, high RdRp aa similarity ~93%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Coquillettidia crassipes	correct	Coquillettidia crassipes	_	cluster2	(+)ssRNA	non-segmented	Lenarviricota	19	2	Coquillettidia
F1335_NODE_10_length_10737_cov_757.789833_2	F1335_NODE_10_length_10737_cov_757.789833	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	10612	578	REVERSE	10034	VVA41911.1	3341	99.4	3341	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Cell fusing agent virus	99.4	Cell_fusing_agent_virus	Flaviviridae	Cell_fusing_agent_virus_F1335C10F1058	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1058_detect_F1058_r2_frame3	C10	F1335	F1058	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
F1335_NODE_10_length_10737_cov_757.789833_2	F1335_NODE_10_length_10737_cov_757.789833	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	10612	578	REVERSE	10034	VVA41911.1	3341	99.4	3341	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Cell fusing agent virus	99.4	Cell_fusing_agent_virus	Flaviviridae	Cell_fusing_agent_virus_F1335C10F1059	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1059_detect_F1059_r2_orf_corrected_frame3	C10	F1335	F1059	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
F1335_NODE_10_length_10737_cov_757.789833_2	F1335_NODE_10_length_10737_cov_757.789833	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	10612	578	REVERSE	10034	VVA41911.1	3341	99.4	3341	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Cell fusing agent virus	99.4	Cell_fusing_agent_virus	Flaviviridae	Cell_fusing_agent_virus_F1335C10F1061	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1061_detect_F1061_r2_frame3	C10	F1335	F1061	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
F1335_NODE_10_length_10737_cov_757.789833_2	F1335_NODE_10_length_10737_cov_757.789833	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	10612	578	REVERSE	10034	VVA41911.1	3341	99.4	3341	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Cell fusing agent virus	99.4	Cell_fusing_agent_virus	Flaviviridae	Cell_fusing_agent_virus_F1335C10F1065	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1065_detect_F1065_r2_orf_corrected_frame3	C10	F1335	F1065	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
F1335_NODE_10_length_10737_cov_757.789833_2	F1335_NODE_10_length_10737_cov_757.789833	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	10612	578	REVERSE	10034	VVA41911.1	3341	99.4	3341	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Cell fusing agent virus	99.4	Cell_fusing_agent_virus	Flaviviridae	Cell_fusing_agent_virus_F1335C10F1068	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1068_detect_F1068_r2_frame3	C10	F1335	F1068	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
F1335_NODE_10_length_10737_cov_757.789833_2	F1335_NODE_10_length_10737_cov_757.789833	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	10612	578	REVERSE	10034	VVA41911.1	3341	99.4	3341	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Cell fusing agent virus	99.4	Cell_fusing_agent_virus	Flaviviridae	Cell_fusing_agent_virus_F1335C10F1084	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1084_detect_F1084_r2_frame3	C10	F1335	F1084	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
F1335_NODE_10_length_10737_cov_757.789833_2	F1335_NODE_10_length_10737_cov_757.789833	G	ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	10612	578	REVERSE	10034	VVA41911.1	3341	99.4	3341	Amarillovirales	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Cell fusing agent virus	99.4	Cell_fusing_agent_virus	Flaviviridae	Cell_fusing_agent_virus_F1335C10F1335	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833_F1335_MapVerif_F1335_detect_F1335_r2_frame3	C10	F1335	F1335	low divergence, derived from ref sp seq; high polyprotein similarity; same host genus	NA	Cell_fusing_agent_virus	Aedes aegypti	correct	Aedes aegypti	_	cluster26	(+)ssRNA	non-segmented	Kitrinoviricota	14	26	Aedes
F1469_NODE_738_length_2404_cov_1.864198_1	F1469_NODE_738_length_2404_cov_1.864198	N	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	2	2341	FORWARD	2339	AJT39583.1	1044	54.1	780	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	dsRNA virus environmental sample	54.1	F1469_NODE_738_length_2404_cov_1.864198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1469_NODE_1254_length_1943_cov_3.096398_1	F1469_NODE_1254_length_1943_cov_3.096398	N	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	162	1943	FORWARD	1781	QRW41713.1	2099	35.3	541	Monjiviricetes	Negarnaviricota	Monjiviricetes	NA	NA	NA	Canya virus	35.3	F1469_NODE_1254_length_1943_cov_3.096398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1561_NODE_1_length_7724_cov_27.884340_4	F1561_NODE_1_length_7724_cov_27.884340	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	4317	52	REVERSE	4265	QLJ83490.1	1418	76.7	1400	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Parry's Creek toti-like virus 1	76.7	Accrood_virus	Totiviridae	Accrood_virus_F1561C1F1258	Accrood_virus	F1561_NODE_1_length_7724_cov_27.884340_F1561_MapVerif_F1258_detect_F1258_round2_F1258_round3_frame2_1	C1	F1561	F1258	proposed novel species, phylogenetically related to other other mosquito totiviruses, ~75% RdRp aa similarity to closest relative species	The RdRp aa similarity to MT498827.1_Parry_s_Creek_toti_like_virus_1_QLJ83490.1 is ~75% in the original contig (F1561). The full genome nt similarity is 73%. The other one is a bit gappy, but it’s very close to the original. We can preliminarily propose these contigs as a putative new species Culex gelidus totivirus.	Culex_gelidus_totivirus	Culex gelidus	correct	Culex gelidus	_	cluster8	dsRNA	segmented	Chrymotiviricetes	2	8	Culex
F1561_NODE_1_length_7724_cov_27.884340_4	F1561_NODE_1_length_7724_cov_27.884340	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	4317	52	REVERSE	4265	QLJ83490.1	1418	76.7	1400	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Parry's Creek toti-like virus 1	76.7	Accrood_virus	Totiviridae	Accrood_virus_F1561C1F1561	Accrood_virus	F1561_NODE_1_length_7724_cov_27.884340_F1561_MapVerif_F1561_detect_F1561_round2_F1561_round3_frame3_1	C1	F1561	F1561	proposed novel species, phylogenetically related to other other mosquito totiviruses, ~75% RdRp aa similarity to closest relative species	The RdRp aa similarity to MT498827.1_Parry_s_Creek_toti_like_virus_1_QLJ83490.1 is ~75% in the original contig (F1561). The full genome nt similarity is 73%. The other one is a bit gappy, but it’s very close to the original. We can preliminarily propose these contigs as a putative new species Culex gelidus totivirus.	Culex_gelidus_totivirus	Culex gelidus	correct	Culex gelidus	_	cluster8	dsRNA	segmented	Chrymotiviricetes	2	8	Culex
F1132_NODE_2_length_3968_cov_71.654741_2	F1132_NODE_2_length_3968_cov_71.654741	G	Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	1906	719	REVERSE	1187	QIJ70132.1	771	51.9	310	Duplornaviricota	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Keenan toti-like virus	51.9	Andiett_virus	Totiviridae	Andiett_virus_F1132C2F1132	Andiett_virus	F1132_NODE_2_length_3968_cov_71.654741_F1132_MapVerif_F1132_detect_F1132_round2_F1132_round3_frame2_2	C2	F1132	F1132	proposed novel species, phylogenetically related to other other insect totiviruses, ~73% RdRp aa similarity to closest relative species	_	Culex_associated_totivirus_2	Culex tritaeniorhynchus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	dsRNA	segmented	Chrymotiviricetes	2	9	Culex
F1132_NODE_4_length_3029_cov_94.587088_2	F1132_NODE_4_length_3029_cov_94.587088	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	32	2656	FORWARD	2624	QNS17453.1	794	84.1	690	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Serbia narna-like virus 2	84.1	Serbia_narna_like_virus_2	Narnaviridae	Serbia_narna_like_virus_2_F1132C4F1132	Serbia_narna_like_virus_2	F1132_NODE_4_length_3029_cov_94.587088_F1132_MapVerif_F1132_detect_F1132_round2_F1132_round3_frame2_1	C4	F1132	F1132	phylogenetically related, high RdRp similarity up to ~74% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. ). The other virus in the clade, which is approximately 53% aa similar in a shorter alignment was submitted couple of months earlier, but dues to such difference if relatedness, I will use the name of a later submitted virus yet much closer to the novel genome.	NA	Culex tritaeniorhynchus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(+)ssRNA	non-segmented	Lenarviricota	17	9	Culex
F1132_NODE_7_length_2830_cov_221.665225_3	F1132_NODE_7_length_2830_cov_221.665225	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	2809	20	REVERSE	2789	UFT26911.1	759	60.1	781	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	Narnavirus	Drosophila-associated narnavirus 2	60.1	Drosophila_associated_narnavirus_2	Narnaviridae	Drosophila_associated_narnavirus_2_F1132C7F1132	Drosophila_associated_narnavirus_2	F1132_NODE_7_length_2830_cov_221.665225_F1132_MapVerif_F1132_detect_F1132_round2_F1132_round3_frame1_1	C7	F1132	F1132	phylogenetically related, high RdRp similarity up to ~60% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex tritaeniorhynchus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(+)ssRNA	non-segmented	Lenarviricota	17	9	Culex
F1132_NODE_20_length_1630_cov_351.145397_1	F1132_NODE_20_length_1630_cov_351.145397	G	ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	1	1629	FORWARD	1628	UTS51901.1	848	36.9	547	Wolframvirales	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	NA	Narnaviridae sp. gcode 6	36.9	Decritial_virus	Narnaviridae	Decritial_virus_F1132C20F1132	Decritial_virus	F1132_NODE_20_length_1630_cov_351.145397_F1132_MapVerif_F1132_detect_F1132_round2_F1132_round3_frame1_1	C20	F1132	F1132	phylogenetically related, not high enough RdRp similarity: ~37% aa	< 50% aa identity species demarcation threshold (https://talk.ictvonline.org/ictv-reports/ictv_9th_report/positive-sense-rna-viruses-2011/w/posrna_viruses/267/narnaviridae#:~:text=Species%20demarcation%20criteria%20in%20the,should%20be%20stably%20co%2Dmaintained. )	NA	Culex tritaeniorhynchus	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	(+)ssRNA	non-segmented	Lenarviricota	17	9	Culex
F1568_NODE_1_length_14237_cov_127.790439_5	F1568_NODE_1_length_14237_cov_127.790439	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7254	376	REVERSE	6878	QTW97825.1	2308	69.3	2288	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Wuhan Mosquito Virus 9	69.3	Ardicrand_virus	Rhabdoviridae	Ardicrand_virus_F1568C1F1277	Ardicrand_virus	F1568_NODE_1_length_14237_cov_127.790439_F1277_detect_F1277_round2_F1277_round3_frame1_1	C1	F1568	F1277	phylogenetically related, not high enough RdRp aa similarity ~81%	Since F1277 was collected first (Oct 10), before F1568 (Oct 21), I will use it's location for the name	Tuol_Kruos_Culex_rhabdovirus_1	Culex infantulus	mixed custer, internally divergent	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	_	cluster5	(-)ssRNA	non-segmented	Monjiviricetes	21	5	Culex
F1568_NODE_1_length_14237_cov_127.790439_5	F1568_NODE_1_length_14237_cov_127.790439	G	ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	7254	376	REVERSE	6878	QTW97825.1	2308	69.3	2288	Monjiviricetes	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	NA	Wuhan Mosquito Virus 9	69.3	Ardicrand_virus	Rhabdoviridae	Ardicrand_virus_F1568C1F1568	Ardicrand_virus	F1568_NODE_1_length_14237_cov_127.790439_F1568_detect_F1568_round2_F1568_round3_frame3_1	C1	F1568	F1568	phylogenetically related, not high enough RdRp aa similarity ~81%. 99% aa identical to the same virus from F1277	Since F1277 was collected first (Oct 10), before F1568 (Oct 21), I will use it's location for the name	Tuol_Kruos_Culex_rhabdovirus_1	Culex quinquefasciatus	mixed custer, internally divergent	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	_	cluster5	(-)ssRNA	non-segmented	Monjiviricetes	21	5	Culex
F1182_NODE_14_length_2324_cov_40.641692_1	F1182_NODE_14_length_2324_cov_40.641692	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	1	2031	FORWARD	2030	QKI79844.1	673	73.5	668	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 14	73.5	Erysiphe_necator_associated_ourmia_like_virus_14_subsp2	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_14_F1182C14F1182	Erysiphe_necator_associated_ourmia_like_virus_14	F1182_NODE_14_length_2324_cov_40.641692_F1182_round2_F1182_detect_F1182_round2_F1182_round3_frame1_1	C14	F1182	F1182	phylogenetically related, high RdRp aa similarity ~73-74%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Aedes caecus	misannotated	Aedes thailandensis	_	cluster23	(+)ssRNA	non-segmented	Lenarviricota	19	23	Aedes
F1183_NODE_2_length_5307_cov_3.704303_2	F1183_NODE_2_length_5307_cov_3.704303	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	2537	3	REVERSE	2534	AJT39583.1	1044	53.5	850	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	dsRNA virus environmental sample	53.5	F1183_NODE_2_length_5307_cov_3.704303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
F1583_NODE_1_length_7023_cov_400.040758_2	F1583_NODE_1_length_7023_cov_400.040758	G	ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	3486	6713	FORWARD	3227	QLJ83492.1	759	75.5	750	Ghabrivirales	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	NA	Fitzroy Crossing toti-like virus 2	75.5	Aeriandims_virus_subsp2	Totiviridae	Aeriandims_virus_F1583C1F1583	Aeriandims_virus	F1583_NODE_1_length_7023_cov_400.040758_F1583_MapVerif_F1583_detect_F1583_round2_F1583_round3_frame3_1	C1	F1583	F1583	proposed novel species, phylogenetically related to other other mosquito totiviruses, ~75% RdRp aa similarity to closest relative species	_	Cambodian_Culex_toti_like_virus	Culex sinensis	internally divergent	Culex sinensis	_	cluster12	dsRNA	segmented	Chrymotiviricetes	2	12	Culex
F1584_NODE_52_length_2510_cov_11.737271_1	F1584_NODE_52_length_2510_cov_11.737271	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2509	479	REVERSE	2030	QKI79844.1	673	73.2	668	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 14	73.2	Erysiphe_necator_associated_ourmia_like_virus_14_subsp3	Botourmiaviridae	Erysiphe_necator_associated_ourmia_like_virus_14_F1584C52F1584	Erysiphe_necator_associated_ourmia_like_virus_14	F1584_NODE_52_length_2510_cov_11.737271_F1584_round2_F1584_detect_F1584_round2_F1584_round3_frame2_1	C52	F1584	F1584	phylogenetically related, high RdRp aa similarity ~73-74%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex sinensis	mixed cluster	Culex sp bitaeniorhynchus or sinensis or vishnui.g	_	cluster11	(+)ssRNA	non-segmented	Lenarviricota	19	11	Culex
F1585_NODE_2_length_2559_cov_71.784345_1	F1585_NODE_2_length_2559_cov_71.784345	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2558	498	REVERSE	2060	QDB75001.1	642	46.1	653	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Cladosporium uredinicola ourmiavirus 1	46.1	Codisteave_virus	Botourmiaviridae	Codisteave_virus_F1585C2F1585	Codisteave_virus	F1585_NODE_2_length_2559_cov_71.784345_F1585_round2_F1585_detect_F1585_round2_F1585_round3_frame2_1	C2	F1585	F1585	phylogenetically related, not high enough RdRp aa similarity ~43%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex sinensis	mixed cluster	Culex sp gelidus or sinensis or vishnui.g	_	cluster13	(+)ssRNA	non-segmented	Lenarviricota	19	13	Culex
F1585_NODE_2_length_2559_cov_71.784345_1	F1585_NODE_2_length_2559_cov_71.784345	G	ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	2558	498	REVERSE	2060	QDB75001.1	642	46.1	653	Ourlivirales	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Cladosporium uredinicola ourmiavirus 1	46.1	Codisteave_virus	Botourmiaviridae	Codisteave_virus_F1585C2F1611	Codisteave_virus	F1585_NODE_2_length_2559_cov_71.784345_F1585_round2_F1611_detect_F1611_round2_F1611_round3_frame2_1	C2	F1585	F1611	phylogenetically related, not high enough RdRp aa similarity ~43%	Species demarcation for Botourmiaviridae is 70% RdRp similarity. https://talk.ictvonline.org/ictv-reports/ictv_online_report/positive-sense-rna-viruses/w/botourmiaviridae	NA	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or vishnui.g	_	cluster15	(+)ssRNA	non-segmented	Lenarviricota	19	15	Culex
