nt_accession	nt_seq_ID	tip_labels	host_taxon	host_genus	Country	Location	Year	nt_slen	nt_title	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot
MN661117	MN661117_Atrato_Virga-like_virus_5	MN661117_Atrato_Virga-like_virus_5	NA	NA	Colombia	Colombia	2016	10891	Atrato Virga-like virus 5 strain Mati 1756-1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661118	MN661118_Atrato_Virga-like_virus_6	MN661118_Atrato_Virga-like_virus_6	NA	NA	Colombia	Colombia	2016	10224	Atrato Virga-like virus 6 strain Ps 1775-6 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661119	MN661119_Atrato_Virga-like_virus_6	MN661119_Atrato_Virga-like_virus_6	NA	NA	Colombia	Colombia	2016	9906	Atrato Virga-like virus 6 strain Psfu1741-2 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661120	MN661120_Atrato_Virga-like_virus_7	MN661120_Atrato_Virga-like_virus_7	NA	NA	Colombia	Colombia	2016	10266	Atrato Virga-like virus 7 strain Anda 1746-1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661121	MN661121_Atrato_Virga-like_virus_7	MN661121_Atrato_Virga-like_virus_7	NA	NA	Colombia	Colombia	2016	10258	Atrato Virga-like virus 7 strain Psal1739-2 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661122	MN661122_Atrato_Virga-like_virus_7	MN661122_Atrato_Virga-like_virus_7	NA	NA	Colombia	Colombia	2016	10263	Atrato Virga-like virus 7 strain Psal 1744-1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661123	MN661123_Atrato_Virga-like_virus_7	MN661123_Atrato_Virga-like_virus_7	NA	NA	Colombia	Colombia	2016	8138	Atrato Virga-like virus 7 strain Psal 1745-3 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661125	MN661125_Atrato_Virga-like_virus_7	MN661125_Atrato_Virga-like_virus_7	NA	NA	Colombia	Colombia	2016	10275	Atrato Virga-like virus 7 strain Psal 1747-1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661126	MN661126_Atrato_Virga-like_virus_7	MN661126_Atrato_Virga-like_virus_7	NA	NA	Colombia	Colombia	2016	9388	Atrato Virga-like virus 7 strain Psal 1748-2 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661127	MN661127_Atrato_Virga-like_virus_7	MN661127_Atrato_Virga-like_virus_7	NA	NA	Colombia	Colombia	2016	10312	Atrato Virga-like virus 7 strain Psal 1751-1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661128	MN661128_Atrato_Virga-like_virus_7	MN661128_Atrato_Virga-like_virus_7	NA	NA	Colombia	Colombia	2016	10268	Atrato Virga-like virus 7 strain Psal 1757-1 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661129	MN661129_Atrato_Virga-like_virus_7	MN661129_Atrato_Virga-like_virus_7	NA	NA	Colombia	Colombia	2016	10342	Atrato Virga-like virus 7 strain Psal 1766-2 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN661131	MN661131_Hubei_virga-like_virus_2	MN661131_Hubei_virga-like_virus_2	Culex	Culex	Colombia	Colombia	2016	10674	Hubei virga-like virus 2 strain Cx 1773-4 genomic sequence, sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK024711	MK024711_Pyrrhocoris_apterus_virus_1	MK024711_Pyrrhocoris_apterus_virus_1	Pyrrhocoris apterus	Pyrrhocoris	Czech Republic	Czech Republic	NA	15939	Pyrrhocoris apterus virus 1 isolate CB, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK879802	MK879802_Aedes_albopictus_negev-like_virus	MK879802_Aedes_albopictus_negev-like_virus	Aedes aegypti	Aedes	Australia	Australia	2018	10997	Aedes albopictus negev-like virus isolate Aag2.wAlbB, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MN513382	MN513382_Hammarskog_virga-like_virus	MN513382_Hammarskog_virga-like_virus	NA	NA	Sweden	Sweden	2017	10200	Hammarskog virga-like virus strain SW14, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK032464	MK032464_Varroa_destructor_virus_4	MK032464_Varroa_destructor_virus_4	Varroa destructor	Varroa	Thailand	Thailand	2016	8332	Varroa destructor virus 4 isolate Phrae-Thailand polyprotein and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK440650	MK440650_Rinkaby_virus	MK440650_Rinkaby_virus	Culex	Culex	Sweden	Sweden	2007	14498	Rinkaby virus isolate OTU75 hypothetical protein, RNA-dependent RNA polymerase, and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK517478	MK517478_Tomato_blunervirus_1	MK517478_Tomato_blunervirus_1	Solanum lycopersicum	Solanum	Italy	Italy	2018	3643	Tomato blunervirus 1 isolate Fondi2018 segment RNA2, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH745160	MH745160_Culex_pipiens-associated_Tunisia_virus	MH745160_Culex_pipiens-associated_Tunisia_virus	Culex pipiens	Culex	India	India	2017	6818	Culex pipiens-associated Tunisia virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH745161	MH745161_Alphamesonivirus_1	MH745161_Alphamesonivirus_1	Culex quinquefasciatus	Culex	India	India	2017	9226	Ngewotan virus, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC415906	LC415906_Tomato_infectious_chlorosis_virus	LC415906_Tomato_infectious_chlorosis_virus	Solanum lycopersicum	Solanum	Indonesia	Indonesia:Bogor	2012	8273	Tomato infectious chlorosis virus genomic RNA, segment RNA 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH737698	MH737698_Megastigmus_ssRNA_virus	MH737698_Megastigmus_ssRNA_virus	Megastigmus spermotrophus	Megastigmus	Canada	Canada	2011	12061	Megastigmus ssRNA virus isolate 39309, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC481573	LC481573_Japanese_soil-borne_wheat_mosaic_virus	LC481573_Japanese_soil-borne_wheat_mosaic_virus	Hordeum vulgare	Hordeum	Japan	Japan: Ibaraki, Tsukubamirai	2013	7225	Japanese soil-borne wheat mosaic virus MS3 genomic RNA, segment: 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC481577	LC481577_Japanese_soil-borne_wheat_mosaic_virus	LC481577_Japanese_soil-borne_wheat_mosaic_virus	Hordeum vulgare	Hordeum	Japan	Japan: Ibaraki, Tsukuba	2015	7225	Japanese soil-borne wheat mosaic virus MH3 genomic RNA, segment: 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LC475524	LC475524_Japanese_soil-borne_wheat_mosaic_virus	LC475524_Japanese_soil-borne_wheat_mosaic_virus	Hordeum vulgare	Hordeum	Japan	Japan: Ibaraki, Chikusei	2009	7225	Japanese soil-borne wheat mosaic virus I9 genomic RNA, segment: 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH802009	MH802009_Idaeovirus_rubi	MH802009_Idaeovirus_rubi	Vitis vinifera	Vitis	NA	NA	2012	5432	Raspberry bushy dwarf virus isolate 12G412 segment 1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH807827	MH807827_Manglie_virus	MH807827_Manglie_virus	Culex tritaeniorhynchus	Culex	China	China	2011	9218	Manglie virus isolate Yunnan/2018, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH614288	MH614288_Allermuir_Hill_virus_1	MH614288_Allermuir_Hill_virus_1	Bombus sp.	Bombus	United Kingdom	United Kingdom: Scotland	2011	7586	Allermuir Hill virus 1 putative non-structral polyprotein and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH614289	MH614289_Allermuir_Hill_virus_2	MH614289_Allermuir_Hill_virus_2	Bombus sp.	Bombus	United Kingdom	United Kingdom: Scotland	2011	9078	Allermuir Hill virus 2 putative non-structral polyprotein gene, complete cds; and hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH614290	MH614290_Allermuir_Hill_virus_3	MH614290_Allermuir_Hill_virus_3	Bombus sp.	Bombus	United Kingdom	United Kingdom: Scotland	2011	6339	Allermuir Hill virus 3 putative non-structral polyprotein and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH614306	MH614306_Mill_Lade_virus	MH614306_Mill_Lade_virus	Bombus sp.	Bombus	United Kingdom	United Kingdom: Scotland	2011	3152	Mill Lade virus putative RNA-dependent RNA-polymerase gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH614308	MH614308_Bombus-associated_virus_Vir1	MH614308_Bombus-associated_virus_Vir1	NA	NA	United Kingdom	United Kingdom: Scotland	2011	1681	Bombus-associated virus Vir1 putative RNA-dependent RNA-polymerase and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH106714	MH106714_Beet_soil-borne_virus	MH106714_Beet_soil-borne_virus	Beta vulgaris	Beta	Brazil	Brazil	2012	5819	Beet soil-borne virus isolate Brazilian segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK012556	MK012556_Brugmansia_latent_virus	MK012556_Brugmansia_latent_virus	Brugmansia x candida	Brugmansia	United Kingdom	United Kingdom	2015	6397	Brugmansia latent virus isolate 1996-4584, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MK026584	MK026584_Ingleside_virus	MK026584_Ingleside_virus	Ixodes holocyclus	Ixodes	Australia	Australia	2017	11176	Ingleside virus segment 1 glycoprotein and RNA-dependent RNA polymerase genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG781153	MG781153_Tea_plant_necrotic_ring_blotch_virus	MG781153_Tea_plant_necrotic_ring_blotch_virus	Camellia sinensis	Camellia	NA	NA	NA	4140	Tea plant necrotic ring blotch virus segment RNA2, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH703053	MH703053_Culex_negev-like_virus_1	MH703053_Culex_negev-like_virus_1	Culex pipiens	Culex	South Korea	South Korea: Yongsan	2016	10830	Culex negev-like virus 1 strain 16-0232/ROK/2016 RNA-dependent RNA polymerase, hypothetical protein 1, and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH703054	MH703054_Yongsan_negev-like_virus_1	MH703054_Yongsan_negev-like_virus_1	Culex inatomii	Culex	South Korea	South Korea: Yongsan	2016	8394	Yongsan negev-like virus 1 strain 16-0761/ROK/2016 RNA-dependent RNA polymerase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188019	MH188019_Culex_Virga-like_virus	MH188019_Culex_Virga-like_virus	NA	NA	USA	USA	2016	10917	Culex Virga-like virus strain CVVL/Los Angeles, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MH188034	MH188034_Culex_Negev_EO-329-like_virus	MH188034_Culex_Negev_EO-329-like_virus	Culex	Culex	USA	USA	2016	9573	Culex Negev EO-329-like virus strain CNegVL/EO-329/Fresno, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF960828	MF960828_Bottle_gourd_mottle_virus	MF960828_Bottle_gourd_mottle_virus	Lagenaria siceraria	Lagenaria	Taiwan	Taiwan	2008	6497	Bottle gourd mottle virus isolate WT2, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG995740	MG995740_Robinvale_plant_virus_1	MG995740_Robinvale_plant_virus_1	Apis mellifera	Apis	Australia	Australia: Victoria	2014	5187	Robinvale plant virus 1 isolate VN3-28 nonstructural polyprotein gene, partial cds; and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG021325	MG021325_Citrus_leprosis_virus_C2	MG021325_Citrus_leprosis_virus_C2	Hibiscus rosa-sinensis	Hibiscus	USA	USA: Tampa, FL	2016	1447	Hibiscus-infecting cilevirus isolate Tampa-Florida RNA-dependent RNA polymerase gene, partial cds; and p29 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF372912	MF372912_Maize_pteridovirus_1	MF372912_Maize_pteridovirus_1	Zea mays	Zea	South Sudan	South Sudan	2014	5741	Maize pteridovirus 1 isolate SSF4 polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF893250	MF893250_Luckshill_virus	MF893250_Luckshill_virus	Drosophila suzukii	Drosophila	United Kingdom	United Kingdom	2014	3537	Luckshill virus isolate UK1, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF893256	MF893256_Saiwaicho_virus	MF893256_Saiwaicho_virus	Drosophila suzukii	Drosophila	Japan	Japan	2016	9617	Saiwaicho virus isolate Jap1, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF893261	MF893261_Beult_virus	MF893261_Beult_virus	Drosophila suzukii	Drosophila	Japan	Japan	2016	11426	Beult virus isolate Jap1, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF893262	MF893262_Beult_virus	MF893262_Beult_virus	Drosophila suzukii	Drosophila	United Kingdom	United Kingdom	2014	11587	Beult virus isolate UK1, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF953177	MF953177_Brandeis_virus	MF953177_Brandeis_virus	Drosophila suzukii	Drosophila	France	France	2013	10707	Brandeis virus isolate FR1, partial genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF066176	MF066176_Zucchini_green_mottle_mosaic_virus	MF066176_Zucchini_green_mottle_mosaic_virus	Lagenaria siceraria	Lagenaria	China	China: Nanning	2016	6517	Zucchini green mottle mosaic virus isolate GXBG1, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF348194	MF348194_Hubei_virga-like_virus_11	MF348194_Hubei_virga-like_virus_11	Trichonephila clavipes	Trichonephila	USA	USA	2013	10433	Hubei virga-like virus 11 isolate NcS, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG557616	MG557616_Culex_pipiens-associated_Tunisia_virus	MG557616_Culex_pipiens-associated_Tunisia_virus	Culex pipiens	Culex	Tunisia	Tunisia	2005	801	Culex pipiens-associated Tunisia virus strain Ayed 15 ORF1 replicase gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG457154	MG457154_Culex_pipiens-associated_Tunisia_virus	MG457154_Culex_pipiens-associated_Tunisia_virus	Culex pipiens	Culex	Tunisia	Tunisia	2005	6818	Culex pipiens-associated Tunisia virus strain Ayed, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG457155	MG457155_Culex_pipiens-associated_Tunisia_virus	MG457155_Culex_pipiens-associated_Tunisia_virus	Culex pipiens	Culex	Tunisia	Tunisia	2011	6816	Culex pipiens-associated Tunisia virus strain Jedaida, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MG253805	MG253805_Citrus_leprosis_virus_C2	MG253805_Citrus_leprosis_virus_C2	Hibiscus rosa-sinensis	Hibiscus	USA	USA	2016	8725	Hibiscus-infecting cilevirus isolate HiCV segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY275269	KY275269_Potato_mop-top_virus	KY275269_Potato_mop-top_virus	Solanum tuberosum	Solanum	USA	USA	2015	6042	Potato mop-top virus strain Maryland segment RNA1, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF281706	MF281706_Negev_virus	MF281706_Negev_virus	Culex pipiens	Culex	Italy	Italy	2008	9492	Negev virus strain pool-11 ORF1, ORF2, and ORF3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF281707	MF281707_Negev_virus	MF281707_Negev_virus	Culex pipiens	Culex	Italy	Italy	2008	9489	Negev virus strain 258719/2008 ORF1, ORF2, and ORF3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176256	MF176256_Culex_negev-like_virus_1	MF176256_Culex_negev-like_virus_1	Culex globocoxitus	Culex	Australia	Australia: Point Douro	2015	10859	Culex negev-like virus 1 strain mos172gb37606, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MF176305	MF176305_Culex_negev-like_virus_1	MF176305_Culex_negev-like_virus_1	Culex globocoxitus	Culex	Australia	Australia: Siesta Park	2015	10859	Culex negev-like virus 1 strain mos191gb53120, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU955464	KU955464_Potato_mop-top_virus	KU955464_Potato_mop-top_virus	Solanum tuberosum	Solanum	Peru	Peru	NA	6042	Potato mop-top virus isolate H11_P64 segment RNA-rep, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU955466	KU955466_Potato_mop-top_virus	KU955466_Potato_mop-top_virus	Solanum tuberosum	Solanum	Peru	Peru	NA	6042	Potato mop-top virus isolate C29_P69 segment RNA-rep, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU955467	KU955467_Potato_mop-top_virus	KU955467_Potato_mop-top_virus	Solanum tuberosum	Solanum	Peru	Peru	NA	6042	Potato mop-top virus isolate C29_P70 segment RNA-rep, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU955468	KU955468_Potato_mop-top_virus	KU955468_Potato_mop-top_virus	Solanum tuberosum	Solanum	Peru	Peru	NA	6042	Potato mop-top virus isolate C29_P71 segment RNA-rep, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU955469	KU955469_Potato_mop-top_virus	KU955469_Potato_mop-top_virus	Solanum tuberosum	Solanum	Peru	Peru	NA	6042	Potato mop-top virus isolate C61_P76 segment RNA-rep, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU955470	KU955470_Potato_mop-top_virus	KU955470_Potato_mop-top_virus	Solanum tuberosum	Solanum	Peru	Peru	NA	6042	Potato mop-top virus isolate C61_P77 segment RNA-rep, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU955471	KU955471_Potato_mop-top_virus	KU955471_Potato_mop-top_virus	Solanum tuberosum	Solanum	Peru	Peru	NA	6042	Potato mop-top virus isolate C115_P79 segment RNA-rep, complete sequence	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518759	KX518759_San_Bernardo_virus	KX518759_San_Bernardo_virus	Culicoidea	Culicoidea	Colombia	Colombia	2013	9744	San Bernardo virus strain CoB35 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518760	KX518760_San_Bernardo_virus	KX518760_San_Bernardo_virus	Culicoidea	Culicoidea	Colombia	Colombia	2013	9738	San Bernardo virus strain CoB37A hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518766	KX518766_Cordoba_virus	KX518766_Cordoba_virus	Culex nigripalpus	Culex	USA	USA	2013	7584	Cordoba virus strain EVG7-41B hypothetical protein 1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518768	KX518768_Cordoba_virus	KX518768_Cordoba_virus	Psorophora ferox	Psorophora	USA	USA	2013	7606	Cordoba virus strain EVG9-196B hypothetical protein 1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518772	KX518772_Cordoba_virus	KX518772_Cordoba_virus	NA	NA	Nepal	Nepal	1984	7537	Cordoba virus strain Nepal12-3 hypothetical protein 1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518773	KX518773_Cordoba_virus	KX518773_Cordoba_virus	NA	NA	Nepal	Nepal	1984	7538	Cordoba virus strain Nepal24-3 hypothetical protein 1 gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518776	KX518776_Negev_virus	KX518776_Negev_virus	Culex quinquefasciatus	Culex	USA	USA	2014	9522	Negev virus strain V05087 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518777	KX518777_Ngewotan_negevirus	KX518777_Ngewotan_negevirus	NA	NA	Nepal	Nepal	1984	9541	Ngewotan negevirus strain Nepal12-2 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518778	KX518778_Ngewotan_negevirus	KX518778_Ngewotan_negevirus	NA	NA	Nepal	Nepal	1984	9385	Ngewotan negevirus strain Nepal12 hypothetical protein 1 and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX518779	KX518779_Ngewotan_negevirus	KX518779_Ngewotan_negevirus	NA	NA	Nepal	Nepal	1984	9525	Ngewotan negevirus strain Nepal22 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883739	KX883739_Hubei_virga-like_virus_16	KX883739_Hubei_virga-like_virus_16	Arthropoda	Arthropoda	China	China	2013	13549	Hubei virga-like virus 16 strain arthropodmix13816 hypothetical protein, RdRp, and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883747	KX883747_Beihai_barnacle_virus_2	KX883747_Beihai_barnacle_virus_2	Thoracica	Thoracica	China	China	2014	9154	Beihai barnacle virus 2 strain BHTH16123 RdRp and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883760	KX883760_Hubei_negev-like_virus_2	KX883760_Hubei_negev-like_virus_2	Hexapoda	Hexapoda	China	China	2013	6640	Hubei negev-like virus 2 strain CC64601 hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883768	KX883768_Shayang_virga-like_virus_1	KX883768_Shayang_virga-like_virus_1	Nematoda	Nematoda	China	China	2014	8468	Shayang virga-like virus 1 strain HC20676 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883772	KX883772_Hubei_virga-like_virus_2	KX883772_Hubei_virga-like_virus_2	Culicidae	Culicidae	China	China	2013	10650	Hubei virga-like virus 2 strain mosHB235832 RdRp and putative coat protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883774	KX883774_Hubei_virga-like_virus_23	KX883774_Hubei_virga-like_virus_23	Culicidae	Culicidae	China	China	2013	14639	Hubei virga-like virus 23 strain mosHB236486 RdRp, hypothetical protein, putative glycoprotein, and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883777	KX883777_Hubei_virga-like_virus_22	KX883777_Hubei_virga-like_virus_22	Coleoptera	Coleoptera	China	China	2013	4933	Hubei virga-like virus 22 strain QCM140901 hypothetical protein gene, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883780	KX883780_Hubei_virga-like_virus_2	KX883780_Hubei_virga-like_virus_2	Odonata	Odonata	China	China	2013	6588	Hubei virga-like virus 2 strain QTM25157 hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883790	KX883790_Muthill_virus	KX883790_Muthill_virus	Diptera	Diptera	China	China	2013	7838	Muthill virus strain SCM51092 hypothetical protein gene, complete cds; and hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883792	KX883792_Hubei_virga-like_virus_9	KX883792_Hubei_virga-like_virus_9	Diptera	Diptera	China	China	2013	10976	Hubei virga-like virus 9 strain SCM51642 RdRp, hypothetical protein, putative capsid protein, and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883793	KX883793_Hubei_virga-like_virus_19	KX883793_Hubei_virga-like_virus_19	Diptera	Diptera	China	China	2013	4287	Hubei virga-like virus 19 strain SCM95808 hypothetical protein gene, complete cds; and hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883802	KX883802_Hubei_virga-like_virus_14	KX883802_Hubei_virga-like_virus_14	Araneae	Araneae	China	China	2013	7347	Hubei virga-like virus 14 strain spider133314 hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883803	KX883803_Hubei_virga-like_virus_13	KX883803_Hubei_virga-like_virus_13	Araneae	Araneae	China	China	2013	5434	Hubei virga-like virus 13 strain spider57988 hypothetical protein gene, complete cds; and hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883807	KX883807_Hubei_virga-like_viurs_8	KX883807_Hubei_virga-like_viurs_8	Myriapoda	Myriapoda	China	China	2013	9503	Hubei virga-like viurs 8 strain WGML111093 RdRp and hypothetical protein genes, complete cds; and hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX883824	KX883824_Hubei_virga-like_virus_10	KX883824_Hubei_virga-like_virus_10	Scutigera coleoptrata	Scutigera	China	China	2013	9644	Hubei virga-like virus 10 strain WHYY22294 hypothetical protein gene, complete cds; and hypothetical protein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KX187305	KX187305_Paprika_mild_mottle_virus	KX187305_Paprika_mild_mottle_virus	Capsicum annuum	Capsicum	Israel	Israel: Arava Valley	2013	6522	Paprika mild mottle virus strain israeli, complete genome	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU754514	KU754514_Blackford_virus	KU754514_Blackford_virus	Drosophila tristis	Drosophila	United Kingdom	United Kingdom	2011	3280	Blackford virus putative polyprotein gene, partial cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU754515	KU754515_Bofa_virus	KU754515_Bofa_virus	Insecta	Insecta	Kenya	Kenya	2010	10726	Bofa virus putative polyprotein and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU754516	KU754516_Buckhurst_virus	KU754516_Buckhurst_virus	Drosophila obscura	Drosophila	United Kingdom	United Kingdom	2011	11139	Buckhurst virus putative polyprotein and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU754517	KU754517_Muthill_virus	KU754517_Muthill_virus	Drosophila immigrans	Drosophila	United Kingdom	United Kingdom	2011	10534	Muthill virus polyprotein and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU754518	KU754518_Marsac_virus	KU754518_Marsac_virus	Scaptodrosophila deflexa	Scaptodrosophila	France	France	2012	11152	Marsac virus putative polyprotein and hypothetical protein 2 genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KU754539	KU754539_Boutonnet_virus	KU754539_Boutonnet_virus	Muscidae	Muscidae	France	France	2011	10208	Boutonnet virus putative polyprotein and hypothetical protein genes, complete cds	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
